# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000225421    2  199407919  199672080    207      21  681599    -0.029823    5.2389e-16    -0.029823
ENSG00000252511    2  199421369  199466453     12       2  673725      0.24691    5.2736e-16      0.24691
ENSG00000231557    2  199737297  199971514    141      10  680153      -1.7806    4.4409e-16      -1.7806
ENSG00000230407    2  199938307  199984811      2       1  675835      -1.4214    4.4409e-16      -1.4214
ENSG00000238698    2  200020782  200065843     37       2  694927      0.67761    5.5511e-16      0.67761
ENSG00000257045    2  200155033  200204085     28       4  688437       1.8672    4.4409e-16       1.8672
ENSG00000225953    2  200287423  200351658     24       4  686130       1.3195    4.4409e-16       1.3195
ENSG00000238217    2  200437791  200533855     58       5  687405     -0.11887    5.2736e-16     -0.11887
ENSG00000213938    2  200489274  200535452     13       4  684686      0.74396    5.5511e-16      0.74396
ENSG00000227004    2  200701895  200747101     21       5  698779       3.6987    4.4409e-16       3.6987
ENSG00000232732    2  200722119  200810882     47       7  689869       3.9848    4.4409e-16       3.9848
ENSG00000240302    2  200755806  200801100     22       5  685847       3.6144    4.4409e-16       3.6144
ENSG00000264798    2  201216898  201261987     55       9  688838       3.0334    4.4409e-16       3.0334
ENSG00000244301    2  201507956  201613504    113      22  682103     0.041062    5.2736e-16     0.041062
ENSG00000243478    2  201525640  201668962    154      26  684966     -0.17535    5.2736e-16     -0.17535
ENSG00000237166    2  201567028  201634900     79      12  687233      0.38273     4.996e-16      0.38273
ENSG00000201737    2  201605307  201650473     57       9  686443      0.28161     4.996e-16      0.28161
ENSG00000230408    2  201635218  201711893     38       5  687051      -1.1184    4.4409e-16      -1.1184
ENSG00000260006    2  201654396  201702061     19       3  687631      -2.0991    4.4409e-16      -2.0991
ENSG00000207116    2  201659732  201704839     17       2  687961      -1.8532    4.4409e-16      -1.8532
ENSG00000224346    2  201673963  201720184     17       3  687150      -1.8051    4.4409e-16      -1.8051
ENSG00000221530    2  201697909  201743022     14       5  686621      -1.9005    4.4409e-16      -1.9005
ENSG00000223092    2  201703761  201748867     16       5  686478     -0.92852    5.5511e-16     -0.92852
ENSG00000252916    2  201728743  201773844     17       3  681813     -0.20362    5.2736e-16     -0.20362
ENSG00000201499    2  201736438  201781544     15       3  680611    -0.089465    5.2736e-16    -0.089465
ENSG00000263947    2  201757267  201802534     14       2  679674      0.28217     4.996e-16      0.28217
ENSG00000183308    2  201792986  201883825     31       4  685488      0.48723     4.996e-16      0.48723
ENSG00000225695    2  201892812  201938774     10       2  689486     -0.30948     4.996e-16     -0.30948
ENSG00000226658    2  201896414  201941914      9       2  689164     -0.23446    5.2736e-16     -0.23446
ENSG00000252148    2  201909565  201954667     13       2  684742     0.010507    5.2389e-16     0.010507
ENSG00000232719    2  201931105  201977859     14       3  679364     -0.47107     4.996e-16     -0.47107
ENSG00000237078    2  201938424  201983553     12       3  679110     -0.31544     4.996e-16     -0.31544
ENSG00000224672    2  201956812  202002680     10       3  683647     -0.69489    5.5511e-16     -0.69489
ENSG00000238829    2  201971627  202016689     14       2  688528     -0.68976    5.5511e-16     -0.68976
ENSG00000232133    2  201992239  202039750     23       3  687181     -0.46634     4.996e-16     -0.46634
ENSG00000226312    2  201995007  202057546     29       5  691421     0.046666    5.2736e-16     0.046666
ENSG00000234431    2  201996688  202042269     21       3  686856     -0.41804     4.996e-16     -0.41804
ENSG00000235579    2  202017207  202062403     20       5  690555      0.74988    5.5511e-16      0.74988
ENSG00000227348    2  202067006  202112804     27       4  684714      0.17982    5.2736e-16      0.17982
ENSG00000225796    2  202068021  202114383     28       4  684928      0.16445    5.2736e-16      0.16445
ENSG00000235318    2  202069376  202114673     29       4  684787      0.12703    5.2736e-16      0.12703
ENSG00000213090    2  202265267  202313031     24       3  684665     -0.73451    5.5511e-16     -0.73451
ENSG00000234842    2  202379354  202425030     34       3  689563     -0.54457    5.5511e-16     -0.54457
ENSG00000224299    2  202380247  202425772     33       3  689989     -0.88621    5.5511e-16     -0.88621
ENSG00000227736    2  202382582  202428335     33       3  689989     -0.88621    5.5511e-16     -0.88621
ENSG00000224590    2  202383411  202428754     32       3  690014      -1.0214    4.4409e-16      -1.0214
ENSG00000234731    2  202383819  202429113     32       3  690014      -1.0214    4.4409e-16      -1.0214
ENSG00000249177    2  202384107  202430774     32       3  690014      -1.0214    4.4409e-16      -1.0214
ENSG00000227841    2  202386615  202432988     32       3  689950      -1.1241    4.4409e-16      -1.1241
ENSG00000241790    2  202476369  202523153     16       5  686189     -0.46746     4.996e-16     -0.46746
ENSG00000222972    2  202476439  202521543     13       4  697238      -1.1734    4.4409e-16      -1.1734
ENSG00000230799    2  202592460  202638296     40       5  688960      -1.2468    4.4409e-16      -1.2468
ENSG00000231124    2  202654271  202699555     35       6  687303      -1.8642    4.4409e-16      -1.8642
ENSG00000221374    2  202670852  202715953     29       6  689244      -1.9584    4.4409e-16      -1.9584
ENSG00000212184    2  202757162  202802266     24       5  688957     -0.53832    5.5511e-16     -0.53832
ENSG00000221489    2  202807980  202853059     33       9  665799      0.07063    5.2736e-16      0.07063
ENSG00000273209    2  202887493  202933260     41       6  687577      0.48591     4.996e-16      0.48591
ENSG00000222035    2  202968349  203016781     36       6  688629    -0.064584    5.2736e-16    -0.064584
ENSG00000227890    2  203009020  203054694     19       5  676326      0.11889    5.2736e-16      0.11889
ENSG00000231903    2  203033383  203079114     21       4  687577      0.70925    5.5511e-16      0.70925
ENSG00000223825    2  203056103  203101609     25       5  696101       1.1913    4.4409e-16       1.1913
ENSG00000224463    2  203061419  203106572     24       5  692262       1.4101    4.4409e-16       1.4101
ENSG00000212534    2  203106154  203151241      9       3  709289       1.9268    4.4409e-16       1.9268
ENSG00000271852    2  203121055  203166144     11       3  701014       1.5336    4.4409e-16       1.5336
ENSG00000238317    2  203122772  203167859     12       3  700303       1.6891    4.4409e-16       1.6891
ENSG00000264275    2  203163162  203208451     19       3  700428       1.7401    4.4409e-16       1.7401
ENSG00000272966    2  203166462  203211923     17       3  701371       1.8016    4.4409e-16       1.8016
ENSG00000226261    2  203190747  203236450     16       3  713469       1.5716    4.4409e-16       1.5716
ENSG00000242696    2  203211844  203257140     11       3  708028       1.7867    4.4409e-16       1.7867
ENSG00000273456    2  203229655  203275327     11       3  685733      0.90854    5.5511e-16      0.90854
ENSG00000236047    2  203350124  203395712      8       3  702363       1.7725    4.4409e-16       1.7725
ENSG00000270915    2  203359735  203405066      5       2  688988       1.3786    4.4409e-16       1.3786
ENSG00000223619    2  203443937  203489427     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000233888    2  203444576  203490252     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000235433    2  203445492  203491163     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000237542    2  203446423  203491935     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000233134    2  203447007  203492350     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000241221    2  203447418  203492710     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000227454    2  203447706  203493604     12       4  695380       1.2654    4.4409e-16       1.2654
ENSG00000233311    2  203473908  203519619      6       2  707857      0.29514     4.996e-16      0.29514
ENSG00000240761    2  203628443  203674083     16       4  758376       2.8702    4.4409e-16       2.8702
ENSG00000233579    2  203695054  203741504     20       4  718473        4.139    8.8818e-16        4.139
ENSG00000232479    2  203754332  203800627      9       3  690984       4.6654    8.8818e-16       4.6654
ENSG00000270664    2  203824917  203870126     12       2  718710      0.13803    5.2736e-16      0.13803
ENSG00000232994    2  203869831  203915622     14       3  777952       3.3731    4.4409e-16       3.3731
ENSG00000228513    2  203916037  203962126     14       3  765806       3.4787    4.4409e-16       3.4787
ENSG00000225124    2  203929408  203974865     15       3  760544       3.4327    4.4409e-16       3.4327
ENSG00000204196    2  204020503  204066000     26       4  763117       2.1914    4.4409e-16       2.1914
ENSG00000264041    2  204089327  204134618     22       3  780290       2.1287    4.4409e-16       2.1287
ENSG00000238285    2  204170113  204215594     11       2  772041     -0.25879     4.996e-16     -0.25879
ENSG00000256458    2  204183182  204228949     13       3  772978        0.579    5.5511e-16        0.579
ENSG00000233459    2  204489300  204535739     16       5  693875     -0.38674     4.996e-16     -0.38674
ENSG00000233031    2  204526898  204572146     25       8  676232      -1.1944    4.4409e-16      -1.1944
ENSG00000206970    2  204611760  204656866     34       5  686313     -0.92803    5.5511e-16     -0.92803
ENSG00000224791    2  204619018  204665316     37       6  684935     -0.78923    5.5511e-16     -0.78923
ENSG00000211573    2  204619430  204664521     37       6  684935     -0.78923    5.5511e-16     -0.78923
ENSG00000213925    2  204627354  204673225     42       7  684428      -1.0217    4.4409e-16      -1.0217
ENSG00000235951    2  204895429  204942086     50       9  685283      0.75378    5.5511e-16      0.75378
ENSG00000234714    2  204920180  204984572     98       8  684164     -0.45016     4.996e-16     -0.45016
ENSG00000237271    2  205082860  205134708     59      10  683644       1.9032    4.4409e-16       1.9032
ENSG00000236681    2  205136565  205182087     45       7  688728       1.3122    4.4409e-16       1.3122
ENSG00000225304    2  205208818  205254515     32      10  672981       1.9336    4.4409e-16       1.9336
ENSG00000237843    2  205305079  205382395     65      13  686278       4.4727    8.8818e-16       4.4727
ENSG00000236634    2  205324799  205373560     30       7  687331        6.143    8.8818e-16        6.143
ENSG00000223890    2  206108028  206153227     44      10  687737       1.9032    4.4409e-16       1.9032
ENSG00000180672    2  206607540  206654433     42      13  682624      -1.1694    4.4409e-16      -1.1694
ENSG00000225216    2  206611193  206663730     48      14  680456      -1.2445    4.4409e-16      -1.2445
ENSG00000201875    2  206730354  206775682     22       6  672487      -1.2693    4.4409e-16      -1.2693
ENSG00000213739    2  206778815  206824869     52      12  669432    -0.082511    5.2736e-16    -0.082511
ENSG00000225610    2  206819309  206875582     40       9  684835       1.7227    4.4409e-16       1.7227
ENSG00000237041    2  206870156  206915569     18       3  688535       1.4017    4.4409e-16       1.4017
ENSG00000227946    2  206914329  206961288     18       4  691132       1.2305    4.4409e-16       1.2305
ENSG00000231955    2  206945271  206997047     20       2  687592       1.0287    4.4409e-16       1.0287
ENSG00000237580    2  206970834  207016224     24       2  673189       1.1705    4.4409e-16       1.1705
ENSG00000207047    2  206991602  207036681     19       2  671955       1.0117    4.4409e-16       1.0117
ENSG00000207406    2  206991952  207037083     19       2  671955       1.0117    4.4409e-16       1.0117
ENSG00000222496    2  207051039  207096358     32       8  689389      0.32207     4.996e-16      0.32207
ENSG00000159186    2  207090960  207136595     28       3  686947       2.0473    4.4409e-16       2.0473
ENSG00000224070    2  207114352  207159642     21       2  689067       3.5076    4.4409e-16       3.5076
ENSG00000252716    2  207114790  207159938     21       2  689067       3.5076    4.4409e-16       3.5076
ENSG00000180105    2  207264811  207310633     14       5  669807       1.8585    4.4409e-16       1.8585
ENSG00000234491    2  207274016  207319962     19       7  681901       1.1618    4.4409e-16       1.1618
ENSG00000228577    2  207461221  207509536     34       8  687550      0.76906    5.5511e-16      0.76906
ENSG00000231653    2  207469797  207516006     32       8  686513      0.84326    5.5511e-16      0.84326
ENSG00000235118    2  207472142  207524173     36       9  689441        1.448    4.4409e-16        1.448
ENSG00000213083    2  207541241  207587086     51      11  688862      0.41177     4.996e-16      0.41177
ENSG00000263468    2  207612958  207658032     45       5  682449     -0.79829    5.5511e-16     -0.79829
ENSG00000260171    2  207675914  207722018     43       7  679170     -0.51141    5.5511e-16     -0.51141
ENSG00000229321    2  207696519  207743013     45      12  680368     -0.13353    5.2736e-16     -0.13353
ENSG00000253008    2  207964711  208009797     74      14  685964       4.0335    8.8818e-16       4.0335
ENSG00000237892    2  207975608  208021768     70      13  682105       2.8104    4.4409e-16       2.8104
ENSG00000224342    2  208003358  208097514     74       8  680331       2.3264    4.4409e-16       2.3264
ENSG00000234902    2  208041441  208135790     83      11  682945       2.5494    4.4409e-16       2.5494
ENSG00000225916    2  208056673  208103032     37       5  684578       2.5704    4.4409e-16       2.5704
ENSG00000229647    2  208069374  208120611     53       8  683295       2.2175    4.4409e-16       2.2175
ENSG00000240440    2  208090023  208137599     52       9  684233       2.1522    4.4409e-16       2.1522
ENSG00000225064    2  208090169  208145414     55      10  684215        2.386    4.4409e-16        2.386
ENSG00000223725    2  208094588  208429519    254      32  686999       6.7519    8.8818e-16       6.7519
ENSG00000221628    2  208123999  208169148     41       6  687939       3.5869    4.4409e-16       3.5869
ENSG00000223433    2  208484505  208529675     25       3  685603       1.8919    4.4409e-16       1.8919
ENSG00000224137    2  208492099  208541748     30       4  689055       1.8995    4.4409e-16       1.8995
ENSG00000213082    2  208511314  208556757     17       5  683127       2.2348    4.4409e-16       2.2348
ENSG00000199251    2  208535257  208580363     26       5  682820      0.19793    5.2736e-16      0.19793
ENSG00000264900    2  208584531  208629605     32       2  680298     -0.32419     4.996e-16     -0.32419
ENSG00000272851    2  208608596  208654159     17       3  673704     -0.55552    5.5511e-16     -0.55552
ENSG00000244567    2  208676014  208722493     24       4  681206      -0.5358    5.5511e-16      -0.5358
ENSG00000225111    2  208723306  208769639     35       6  683311      -1.4121    4.4409e-16      -1.4121
ENSG00000212246    2  208874362  208919465     52       2  686719      -0.5332    5.5511e-16      -0.5332
ENSG00000185078    2  208886107  208931677     59       4  687308     -0.79183    5.5511e-16     -0.79183
ENSG00000251941    2  208908885  208953982     50       6  686124      -1.0325    4.4409e-16      -1.0325
ENSG00000224839    2  208911972  208957469     40       5  685336     -0.93195    5.5511e-16     -0.93195
ENSG00000229150    2  208962957  209012235     65       9  685497      0.36276     4.996e-16      0.36276
ENSG00000224529    2  208990118  209037421     89      14  686958    0.0010069    5.2454e-16    0.0010069
ENSG00000233869    2  209037859  209083708     57       7  679294     -0.70664    5.5511e-16     -0.70664
ENSG00000228111    2  209069448  209122349     26       6  675638    -0.081683    5.2736e-16    -0.081683
ENSG00000231908    2  209084971  209130905     24       6  683124       1.0237    4.4409e-16       1.0237
ENSG00000263524    2  209088168  209133229     25       6  683490       1.2393    4.4409e-16       1.2393
ENSG00000228380    2  209124067  209169681     26       2  682256      0.95456    5.5511e-16      0.95456
ENSG00000213081    2  209215356  209261094     23       5  665102      0.99719    5.5511e-16      0.99719
ENSG00000265454    2  209224286  209269347     23       5  661426        0.426     4.996e-16        0.426
ENSG00000231896    2  209299575  209415138     75       9  683071      0.42658     4.996e-16      0.42658
ENSG00000227430    2  209320963  209366351     39       5  678412     -0.12995    5.2736e-16     -0.12995
ENSG00000232409    2  209346633  209391955     31       3  683082     0.091056    5.2736e-16     0.091056
ENSG00000202164    2  209775271  209820388     38       1  688548      -1.8231    4.4409e-16      -1.8231
ENSG00000235864    2  209927321  209973872     54       8  689383      -1.8175    4.4409e-16      -1.8175
ENSG00000232799    2  209974965  210022411     39       7  686817      -2.1861    4.4409e-16      -2.1861
ENSG00000240286    2  210008528  210056742     61       9  687412      -2.7731    4.4409e-16      -2.7731
ENSG00000229670    2  210008690  210055847     59       9  687276      -2.8165    4.4409e-16      -2.8165
ENSG00000222317    2  210576637  210621745     27       3  683077     -0.61295    5.5511e-16     -0.61295
ENSG00000237194    2  210638528  210684304     22       3  684620     -0.30028     4.996e-16     -0.30028
ENSG00000272807    2  210858141  210903880     18       4  695363      0.40252     4.996e-16      0.40252
ENSG00000229127    2  210860457  210939080     24       4  695494      0.22454    5.2736e-16      0.22454
ENSG00000231063    2  210917950  210963788      9       2  691245     -0.14333    5.2736e-16     -0.14333
ENSG00000231294    2  211001242  211105107     27       5  687869      0.70473    5.5511e-16      0.70473
ENSG00000263530    2  211026020  211071115     12       3  685863      0.86495    5.5511e-16      0.86495
ENSG00000234281    2  211154483  211343970    130      13  675979       1.5565    4.4409e-16       1.5565
ENSG00000271074    2  211934658  211980456     48       7  685042       3.6678    4.4409e-16       3.6678
ENSG00000231017    2  212153666  212198914     64       9  689092       1.2916    4.4409e-16       1.2916
ENSG00000199585    2  212365378  212410494     55      11  678799      -2.2625    4.4409e-16      -2.2625
ENSG00000232631    2  212606931  212652581     43       7  689578      0.61343    5.5511e-16      0.61343
ENSG00000236007    2  212607998  212654488     42       7  689144      0.60851    5.5511e-16      0.60851
ENSG00000221782    2  213280987  213326084     66      10  686567       2.8804    4.4409e-16       2.8804
ENSG00000273118    2  213436081  213921269    542      54  685542        1.655    4.4409e-16        1.655
ENSG00000221388    2  213618294  213663399     36       4  689007     -0.58989    5.5511e-16     -0.58989
ENSG00000234308    2  213625055  213693986     58       7  687565     -0.61033    5.5511e-16     -0.61033
ENSG00000231254    2  213661885  213707669     27       5  678729     -0.45934     4.996e-16     -0.45934
ENSG00000223373    2  213740727  213794533     66      15  684650      -1.4598    4.4409e-16      -1.4598
ENSG00000266354    2  213755981  213801060     69      14  685078      -1.4209    4.4409e-16      -1.4209
ENSG00000270659    2  213982694  214028383     32       5  683811      -1.0049    4.4409e-16      -1.0049
ENSG00000236193    2  214010530  214067436     45       9  681360        0.135    5.2736e-16        0.135
ENSG00000272519    2  214121719  214175876     52       5  678027      0.46321     4.996e-16      0.46321
ENSG00000196096    2  214131276  214183929     50       4  687287      0.35022     4.996e-16      0.35022
ENSG00000265734    2  214587791  214632883     33       4  672579      -1.2883    4.4409e-16      -1.2883
ENSG00000197585    2  215104764  215583970    477      35  683776       1.8472    4.4409e-16       1.8472
ENSG00000213917    2  215135362  215181176     32       5  676765      -1.4925    4.4409e-16      -1.4925
ENSG00000224257    2  215339920  215411614     86      10  692445       2.9135    4.4409e-16       2.9135
ENSG00000177261    2  215527451  215572788     42       6  685247    -0.024424    5.2389e-16    -0.024424
ENSG00000229267    2  215639953  215837998    143      17  684333       -1.558    4.4409e-16       -1.558
ENSG00000230076    2  215676852  215722169     20       4  694481      -1.0747    4.4409e-16      -1.0747
ENSG00000227769    2  215851722  215916980     74       9  675214      -1.4765    4.4409e-16      -1.4765
ENSG00000237571    2  216104715  216152670     40       9  667266     -0.50583    5.5511e-16     -0.50583
ENSG00000230695    2  216265976  216311715     66       8  690705     -0.18783    5.2736e-16     -0.18783
ENSG00000225166    2  216283430  216338594     57      10  693465       1.0947    4.4409e-16       1.0947
ENSG00000228618    2  216306390  216354971     49      10  692588      0.64789    5.5511e-16      0.64789
ENSG00000237525    2  216362856  216588618    236      42  675965      -1.7426    4.4409e-16      -1.7426
ENSG00000234938    2  216385170  216445249     56       6  678948      -2.3671    4.4409e-16      -2.3671
ENSG00000227981    2  216434130  216482358     34       9  677978      -3.0113    4.4409e-16      -3.0113
ENSG00000235770    2  216466286  216743445    250      41  677654      -1.9449    4.4409e-16      -1.9449
ENSG00000230838    2  216547766  216594147     70       9  671926     -0.69592    5.5511e-16     -0.69592
ENSG00000216721    2  216659454  216704704     19       4  686386      -3.7131    4.4409e-16      -3.7131
ENSG00000227824    2  216699646  216745241     26       5  682831      -2.2413    4.4409e-16      -2.2413
ENSG00000212055    2  216733556  216778642     38       9  686050      -1.4199    4.4409e-16      -1.4199
ENSG00000226276    2  216794031  216841442     54      16  667433      -1.2811    4.4409e-16      -1.2811
ENSG00000232970    2  217011065  217056534     56       7  686195      0.19327    5.2736e-16      0.19327
ENSG00000236478    2  217029619  217075755     66       7  686822      0.46136     4.996e-16      0.46136
ENSG00000260804    2  217046768  217094915     51       7  687664       1.5535    4.4409e-16       1.5535
ENSG00000231092    2  217089318  217140853     38       5  681286        1.728    4.4409e-16        1.728
ENSG00000233581    2  217133048  217196460     64       9  683301      0.60874    5.5511e-16      0.60874
ENSG00000235042    2  217240011  217312419     82      10  683610       1.8188    4.4409e-16       1.8188
ENSG00000232485    2  217333753  217398484     65      10  679618       1.9842    4.4409e-16       1.9842
ENSG00000241520    2  217337755  217386919     56       9  680469       1.7922    4.4409e-16       1.7922
ENSG00000225794    2  217434494  217485925     44      12  675503     -0.19684    5.2736e-16     -0.19684
ENSG00000224391    2  217445149  217506661     40      13  672933     -0.11894    5.2736e-16     -0.11894
ENSG00000235444    2  217465065  217510682     23       8  667751    0.0067458    5.2475e-16    0.0067458
ENSG00000236886    2  217524187  217868802    322      42  681979      -1.3548    4.4409e-16      -1.3548
ENSG00000229352    2  217629331  217680058     60       7  688665      -1.2979    4.4409e-16      -1.2979
ENSG00000237930    2  217640497  217685867     46       5  692197      -0.8859    5.5511e-16      -0.8859
ENSG00000222832    2  217648212  217693323     38       5  689047     -0.83185    5.5511e-16     -0.83185
ENSG00000234588    2  217660460  217705852     34       5  685019     -0.80277    5.5511e-16     -0.80277
ENSG00000227021    2  217697735  217743879     39       7  682656      -1.7104    4.4409e-16      -1.7104
ENSG00000231597    2  217709112  217754855     39       9  679697      -2.1962    4.4409e-16      -2.1962
ENSG00000237479    2  217721055  217767536     41       9  680498      -2.2955    4.4409e-16      -2.2955
ENSG00000236295    2  217725164  217773655     38       8  682173      -2.4658    4.4409e-16      -2.4658
ENSG00000259855    2  217825629  217871213     43      12  683914      0.56169    5.5511e-16      0.56169
ENSG00000251849    2  218006221  218051305     37       6  673040      0.58301    5.5511e-16      0.58301
ENSG00000251982    2  218081279  218126598     45       5  681630     -0.17769    5.2736e-16     -0.17769
ENSG00000233143    2  218112462  218210843     88      13  685853      -1.5639    4.4409e-16      -1.5639
ENSG00000224414    2  218523618  218571486     32       5  679438      -1.2802    4.4409e-16      -1.2802
ENSG00000231035    2  218615270  218661014     64       8  678608       -0.592    5.5511e-16       -0.592
ENSG00000256309    2  218654514  218700979     46       9  684317       2.5512    4.4409e-16       2.5512
ENSG00000223923    2  218808430  218867338     39       9  681926      -1.8788    4.4409e-16      -1.8788
ENSG00000229754    2  218913878  218965452     25       6  678649      -3.3097    4.4409e-16      -3.3097
ENSG00000224159    2  219030157  219076111     12       4  690121     -0.96683    5.5511e-16     -0.96683
ENSG00000261338    2  219085042  219132087     10       2  704407     -0.49486     4.996e-16     -0.49486
ENSG00000237281    2  219181612  219257689     29       6  681582       1.1979    4.4409e-16       1.1979
ENSG00000230580    2  219183798  219229295     14       3  685415    -0.070806    5.2736e-16    -0.070806
ENSG00000225062    2  219221388  219267558     19       4  678879       2.2645    4.4409e-16       2.2645
ENSG00000199121    2  219232369  219277445     14       4  687331       3.4191    4.4409e-16       3.4191
ENSG00000273361    2  219253466  219298942     15       2  703061       5.0964    8.8818e-16       5.0964
ENSG00000222714    2  219355452  219400760     21       2  680253       4.9936    8.8818e-16       4.9936
ENSG00000207393    2  219443937  219489043     15       2  686727        3.917    4.4409e-16        3.917
ENSG00000273466    2  219487979  219533737     34       4  675167       4.8206    8.8818e-16       4.8206
ENSG00000272555    2  219648413  219693867     11       3  655406       4.9995    8.8818e-16       4.9995
ENSG00000232625    2  219671322  219716788      4       1  666150       -2.255    4.4409e-16       -2.255
ENSG00000228135    2  219755533  219830358     17       2  681602     -0.85504    5.5511e-16     -0.85504
ENSG00000200029    2  219770906  219816009      8       2  679154     -0.51841    5.5511e-16     -0.51841
ENSG00000235024    2  219799351  219861625     18       3  656065      0.37858     4.996e-16      0.37858
ENSG00000236445    2  219805321  219854382     16       3  653385      0.61737    5.5511e-16      0.61737
ENSG00000224928    2  219808123  219853772     15       2  651689      0.59998    5.5511e-16      0.59998
ENSG00000224090    2  219831937  219890443     16       4  642540       1.3402    4.4409e-16       1.3402
ENSG00000198973    2  219856362  219901431     14       3  692717       3.0052    4.4409e-16       3.0052
ENSG00000264755    2  219913410  219958472     42       5  679279       1.6969    4.4409e-16       1.6969
ENSG00000272644    2  219924076  219969531     34       4  684588        1.543    4.4409e-16        1.543
ENSG00000240317    2  219932156  219977437     36       4  689653       1.7122    4.4409e-16       1.7122
ENSG00000221344    2  220078745  220123827     21       3  670849       4.7333    8.8818e-16       4.7333
ENSG00000243910    2  220082965  220146910     36       5  676280       5.2948    8.8818e-16       5.2948
ENSG00000230432    2  220128724  220178852     28       5  689525       6.1285    8.8818e-16       6.1285
ENSG00000207647    2  220148833  220193922     22       3  691781       5.7066    8.8818e-16       5.7066
ENSG00000232789    2  220213592  220258705     23       5  679410       3.1824    4.4409e-16       3.1824
ENSG00000229525    2  220218218  220278355     29       6  673196       2.0484    4.4409e-16       2.0484
ENSG00000234638    2  220279793  220325906     13       3  659908       2.4814    4.4409e-16       2.4814
ENSG00000227432    2  220336795  220416599     47       5  679051       3.1914    4.4409e-16       3.1914
ENSG00000268603    2  220352333  220397968     26       3  681411       3.3354    4.4409e-16       3.3354
ENSG00000269068    2  220388805  220434348     17       4  670039      -2.3831    4.4409e-16      -2.3831
ENSG00000268896    2  220401933  220447380     14       4  675301      -2.2155    4.4409e-16      -2.2155
ENSG00000265252    2  220403795  220448869     14       5  674071      -2.1792    4.4409e-16      -2.1792
ENSG00000222678    2  220445409  220490706      8       1  630427      -1.0407    4.4409e-16      -1.0407
ENSG00000267919    2  220474812  220520353     15       4  651278       -2.096    4.4409e-16       -2.096
ENSG00000228973    2  220479781  220526415     18       5  643171      -2.2726    4.4409e-16      -2.2726
ENSG00000227308    2  220515103  220612659    125      15  683396     -0.94427    5.5511e-16     -0.94427
ENSG00000223903    2  220527521  220572936     49       8  685464      -1.2015    4.4409e-16      -1.2015
ENSG00000231802    2  220538752  220584517     73       8  689205       -1.504    4.4409e-16       -1.504
ENSG00000228909    2  220758772  220804610     60       9  683688       -3.718    4.4409e-16       -3.718
ENSG00000266518    2  220761223  220806286     59       9  683827       -3.645    4.4409e-16       -3.645
ENSG00000225911    2  220903543  220948993     32       5  684050     -0.18346    5.2736e-16     -0.18346
ENSG00000239498    2  220935377  221325499    488      34  685996      0.23523    5.2736e-16      0.23523
ENSG00000235337    2  220957267  221087212    136      16  684456      -1.7866    4.4409e-16      -1.7866
ENSG00000221199    2  221021599  221066677     48       6  682837       -1.155    4.4409e-16       -1.155
ENSG00000236451    2  221280400  221579286    365      32  684598      0.61226    5.5511e-16      0.61226
ENSG00000222096    2  221331704  221376813     57       5  687935      -1.1419    4.4409e-16      -1.1419
ENSG00000224819    2  221620798  221672613     52      11  683404       1.1296    4.4409e-16       1.1296
ENSG00000232089    2  221992491  222037773     26      10  667373   0.00032997    5.2443e-16   0.00032997
ENSG00000226726    2  222362388  222407728     40       6  694732      0.55119    5.5511e-16      0.55119
ENSG00000221432    2  222374284  222419377     40       5  689694      0.16633    5.2736e-16      0.16633
ENSG00000272944    2  222402226  222449174     33       7  686451      0.18785    5.2736e-16      0.18785
ENSG00000230406    2  222422161  222467581     34       7  683494      0.87031    5.5511e-16      0.87031
ENSG00000234446    2  222467263  222516533     40       7  680888      -1.0927    4.4409e-16      -1.0927
ENSG00000233868    2  222773942  222819331     36       6  686009       1.0977    4.4409e-16       1.0977
ENSG00000226666    2  222791456  222838484     31       7  689125      0.82713    5.5511e-16      0.82713
ENSG00000226331    2  222899244  222944713     39       8  686530      -2.2122    4.4409e-16      -2.2122
ENSG00000237732    2  223147994  223227708     39       8  680301      -1.1813    4.4409e-16      -1.1813
ENSG00000267034    2  223171961  223218372     19       3  688675      -1.6537    4.4409e-16      -1.6537
ENSG00000228670    2  223307119  223352845     38      10  679013     -0.20043    5.2736e-16     -0.20043
ENSG00000202016    2  223328010  223373117     56      11  674330     -0.10185    5.2736e-16     -0.10185
ENSG00000234285    2  223358602  223404562     50       6  680531      0.41062     4.996e-16      0.41062
ENSG00000261428    2  223421624  223469438     36       7  683123       2.1215    4.4409e-16       2.1215
ENSG00000233751    2  223532396  223578008     49      10  670063      0.75384    5.5511e-16      0.75384
ENSG00000203531    2  223553342  223599203     43       8  666918     -0.25504     4.996e-16     -0.25504
ENSG00000235225    2  223556176  223601553     43       7  667277     -0.30456     4.996e-16     -0.30456
ENSG00000224121    2  223759358  223804773     41       5  679393     -0.66165    5.5511e-16     -0.66165
