Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0051240~positive regulation of multicellular organismal process,158,9.483793517,0.013236994,"ENSG00000149295, ENSG00000213023, ENSG00000112964, ENSG00000130558, ENSG00000196562, ENSG00000179388, ENSG00000075213, ENSG00000198742, ENSG00000064687, ENSG00000198626, ENSG00000067715, ENSG00000114861, ENSG00000136931, ENSG00000138798, ENSG00000175866, ENSG00000162670, ENSG00000198739, ENSG00000153707, ENSG00000141052, ENSG00000134072, ENSG00000255346, ENSG00000184349, ENSG00000153266, ENSG00000131378, ENSG00000109943, ENSG00000164619, ENSG00000111344, ENSG00000112038, ENSG00000137752, ENSG00000133794, ENSG00000072071, ENSG00000142530, ENSG00000144711, ENSG00000143869, ENSG00000185386, ENSG00000163536, ENSG00000144550, ENSG00000091129, ENSG00000078725, ENSG00000166888, ENSG00000184613, ENSG00000157613, ENSG00000177663, ENSG00000107954, ENSG00000138814, ENSG00000196189, ENSG00000119866, ENSG00000186260, ENSG00000144824, ENSG00000061273, ENSG00000100884, ENSG00000183036, ENSG00000139182, ENSG00000088992, ENSG00000187116, ENSG00000120332, ENSG00000124772, ENSG00000105245, ENSG00000105246, ENSG00000172260, ENSG00000135439, ENSG00000090020, ENSG00000070031, ENSG00000131759, ENSG00000120738, ENSG00000157168, ENSG00000170485, ENSG00000158258, ENSG00000003137, ENSG00000145349, ENSG00000139352, ENSG00000134460, ENSG00000164362, ENSG00000188157, ENSG00000036828, ENSG00000123454, ENSG00000090534, ENSG00000101200, ENSG00000165973, ENSG00000125510, ENSG00000196083, ENSG00000130477, ENSG00000137825, ENSG00000244405, ENSG00000115598, ENSG00000196639, ENSG00000166159, ENSG00000151208, ENSG00000058404, ENSG00000162878, ENSG00000122691, ENSG00000149256, ENSG00000141655, ENSG00000155090, ENSG00000075702, ENSG00000204060, ENSG00000197561, ENSG00000081248, ENSG00000109906, ENSG00000171357, ENSG00000171236, ENSG00000132386, ENSG00000171873, ENSG00000198929, ENSG00000008086, ENSG00000160460, ENSG00000165757, ENSG00000101463, ENSG00000122223, ENSG00000125850, ENSG00000068024, ENSG00000105976, ENSG00000218336, ENSG00000198049, ENSG00000172575, ENSG00000004399, ENSG00000177628, ENSG00000137801, ENSG00000116106, ENSG00000171368, ENSG00000133048, ENSG00000134256, ENSG00000100604, ENSG00000162374, ENSG00000006210, ENSG00000161681, ENSG00000117152, ENSG00000182261, ENSG00000166573, ENSG00000121989, ENSG00000079841, ENSG00000184564, ENSG00000102468, ENSG00000125266, ENSG00000184845, ENSG00000124212, ENSG00000103034, ENSG00000158856, ENSG00000179774, ENSG00000188906, ENSG00000113749, ENSG00000112658, ENSG00000138623, ENSG00000111684, ENSG00000188191, ENSG00000070193, ENSG00000044524, ENSG00000112655, ENSG00000081985, ENSG00000170961, ENSG00000157368, ENSG00000171532, ENSG00000114554, ENSG00000119714, ENSG00000101405, ENSG00000142319, ENSG00000166501, ENSG00000105287",1168,1631,14326,1.188188186,1,0.285618631,0.278617436
GOTERM_BP_FAT,GO:0007210~serotonin receptor signaling pathway,7,0.420168067,0.013287214,"ENSG00000196639, ENSG00000113749, ENSG00000102468, ENSG00000164270, ENSG00000181072, ENSG00000168539, ENSG00000149305",1168,25,14326,3.434315068,1,0.285618631,0.278617436
GOTERM_BP_FAT,GO:0048566~embryonic digestive tract development,7,0.420168067,0.013287214,"ENSG00000128918, ENSG00000077092, ENSG00000070031, ENSG00000106538, ENSG00000070193, ENSG00000162878, ENSG00000125850",1168,25,14326,3.434315068,1,0.285618631,0.278617436
GOTERM_BP_FAT,GO:0051590~positive regulation of neurotransmitter transport,7,0.420168067,0.013287214,"ENSG00000149295, ENSG00000198722, ENSG00000106089, ENSG00000151025, ENSG00000067715, ENSG00000136854, ENSG00000145335",1168,25,14326,3.434315068,1,0.285618631,0.278617436
GOTERM_BP_FAT,GO:0060074~synapse maturation,7,0.420168067,0.013287214,"ENSG00000107954, ENSG00000117154, ENSG00000161681, ENSG00000063015, ENSG00000058404, ENSG00000171532, ENSG00000072071",1168,25,14326,3.434315068,1,0.285618631,0.278617436
GOTERM_BP_FAT,GO:0060117~auditory receptor cell development,7,0.420168067,0.013287214,"ENSG00000095397, ENSG00000089847, ENSG00000137474, ENSG00000109927, ENSG00000242866, ENSG00000184564, ENSG00000186862",1168,25,14326,3.434315068,1,0.285618631,0.278617436
GOTERM_BP_FAT,GO:0021675~nerve development,14,0.840336134,0.013444593,"ENSG00000179774, ENSG00000177301, ENSG00000133424, ENSG00000126583, ENSG00000196562, ENSG00000075213, ENSG00000114554, ENSG00000171246, ENSG00000111262, ENSG00000081923, ENSG00000186297, ENSG00000184564, ENSG00000184156, ENSG00000184613",1168,81,14326,2.119947573,1,0.286449908,0.279428337
GOTERM_BP_FAT,GO:0003015~heart process,28,1.680672269,0.013454708,"ENSG00000149295, ENSG00000130598, ENSG00000068024, ENSG00000134755, ENSG00000075213, ENSG00000198626, ENSG00000163485, ENSG00000100604, ENSG00000117152, ENSG00000121361, ENSG00000086991, ENSG00000072954, ENSG00000102683, ENSG00000013016, ENSG00000106631, ENSG00000151067, ENSG00000090020, ENSG00000118160, ENSG00000198336, ENSG00000150995, ENSG00000129170, ENSG00000171873, ENSG00000145349, ENSG00000198929, ENSG00000160460, ENSG00000101405, ENSG00000100678, ENSG00000157087",1168,212,14326,1.619959938,1,0.286449908,0.279428337
GOTERM_BP_FAT,GO:0009593~detection of chemical stimulus,12,0.720288115,0.013552388,"ENSG00000189181, ENSG00000036828, ENSG00000107593, ENSG00000012232, ENSG00000167419, ENSG00000123358, ENSG00000198626, ENSG00000067715, ENSG00000179954, ENSG00000135643, ENSG00000184933, ENSG00000196071",1168,64,14326,2.299764555,1,0.286449908,0.279428337
GOTERM_BP_FAT,GO:0030802~regulation of cyclic nucleotide biosynthetic process,12,0.720288115,0.013552388,"ENSG00000128310, ENSG00000149295, ENSG00000151067, ENSG00000169676, ENSG00000166573, ENSG00000171509, ENSG00000164082, ENSG00000121905, ENSG00000139292, ENSG00000112186, ENSG00000184845, ENSG00000056291",1168,64,14326,2.299764555,1,0.286449908,0.279428337
GOTERM_BP_FAT,GO:0030799~regulation of cyclic nucleotide metabolic process,12,0.720288115,0.013552388,"ENSG00000128310, ENSG00000149295, ENSG00000151067, ENSG00000169676, ENSG00000166573, ENSG00000171509, ENSG00000164082, ENSG00000121905, ENSG00000139292, ENSG00000112186, ENSG00000184845, ENSG00000056291",1168,64,14326,2.299764555,1,0.286449908,0.279428337
GOTERM_BP_FAT,GO:1903524~positive regulation of blood circulation,12,0.720288115,0.013552388,"ENSG00000196639, ENSG00000100604, ENSG00000198929, ENSG00000113749, ENSG00000117152, ENSG00000123454, ENSG00000198049, ENSG00000036828, ENSG00000102468, ENSG00000198626, ENSG00000101200, ENSG00000171873",1168,64,14326,2.299764555,1,0.286449908,0.279428337
GOTERM_BP_FAT,GO:0098657~import into cell,25,1.50060024,0.013658315,"ENSG00000149295, ENSG00000138814, ENSG00000175003, ENSG00000132639, ENSG00000162728, ENSG00000075673, ENSG00000151704, ENSG00000168135, ENSG00000142185, ENSG00000100346, ENSG00000123643, ENSG00000121361, ENSG00000102001, ENSG00000184845, ENSG00000145335, ENSG00000169427, ENSG00000151067, ENSG00000090020, ENSG00000132326, ENSG00000141837, ENSG00000118160, ENSG00000081248, ENSG00000157542, ENSG00000100678, ENSG00000142319",1168,183,14326,1.67560259,1,0.287886924,0.280830128
GOTERM_BP_FAT,GO:0006029~proteoglycan metabolic process,15,0.900360144,0.01375239,"ENSG00000109956, ENSG00000196562, ENSG00000060718, ENSG00000111962, ENSG00000151388, ENSG00000198108, ENSG00000158008, ENSG00000164100, ENSG00000122254, ENSG00000124302, ENSG00000103489, ENSG00000012232, ENSG00000125430, ENSG00000180767, ENSG00000182601",1168,90,14326,2.04423516,1,0.289066863,0.281981144
GOTERM_BP_FAT,GO:0043266~regulation of potassium ion transport,16,0.960384154,0.013877754,"ENSG00000026559, ENSG00000149295, ENSG00000069424, ENSG00000156486, ENSG00000175497, ENSG00000220205, ENSG00000111262, ENSG00000163485, ENSG00000198929, ENSG00000115041, ENSG00000117152, ENSG00000166342, ENSG00000185774, ENSG00000102468, ENSG00000184845, ENSG00000162763",1168,99,14326,1.98228864,1,0.290110186,0.282998892
GOTERM_BP_FAT,GO:0060999~positive regulation of dendritic spine development,9,0.540216086,0.013916725,"ENSG00000107954, ENSG00000204060, ENSG00000008086, ENSG00000161681, ENSG00000137825, ENSG00000151208, ENSG00000134072, ENSG00000058404, ENSG00000175866",1168,40,14326,2.759717466,1,0.290110186,0.282998892
GOTERM_BP_FAT,GO:0032892~positive regulation of organic acid transport,9,0.540216086,0.013916725,"ENSG00000178752, ENSG00000187048, ENSG00000101405, ENSG00000198049, ENSG00000186115, ENSG00000101200, ENSG00000141655, ENSG00000162365, ENSG00000136854",1168,40,14326,2.759717466,1,0.290110186,0.282998892
GOTERM_BP_FAT,GO:0008542~visual learning,10,0.600240096,0.014201616,"ENSG00000149295, ENSG00000196639, ENSG00000109956, ENSG00000176884, ENSG00000166342, ENSG00000123454, ENSG00000183454, ENSG00000064687, ENSG00000184845, ENSG00000103034",1168,48,14326,2.55529395,1,0.294431318,0.287214103
GOTERM_BP_FAT,GO:0007157~heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,10,0.600240096,0.014201616,"ENSG00000143217, ENSG00000117154, ENSG00000109943, ENSG00000153707, ENSG00000218336, ENSG00000204941, ENSG00000110400, ENSG00000149256, ENSG00000243130, ENSG00000072071",1168,48,14326,2.55529395,1,0.294431318,0.287214103
GOTERM_BP_FAT,GO:0022406~membrane docking,15,0.900360144,0.015074213,"ENSG00000130477, ENSG00000158109, ENSG00000105514, ENSG00000114757, ENSG00000132639, ENSG00000137501, ENSG00000139998, ENSG00000198722, ENSG00000158445, ENSG00000067715, ENSG00000136854, ENSG00000177380, ENSG00000106089, ENSG00000166900, ENSG00000103034",1168,91,14326,2.021771037,1,0.310823727,0.303204695
GOTERM_BP_FAT,GO:0006835~dicarboxylic acid transport,15,0.900360144,0.015074213,"ENSG00000177542, ENSG00000132326, ENSG00000110203, ENSG00000104888, ENSG00000091664, ENSG00000196277, ENSG00000198049, ENSG00000137204, ENSG00000164082, ENSG00000136854, ENSG00000197901, ENSG00000163485, ENSG00000112053, ENSG00000121361, ENSG00000101200",1168,91,14326,2.021771037,1,0.310823727,0.303204695
GOTERM_BP_FAT,GO:1905145~cellular response to acetylcholine,8,0.480192077,0.015266229,"ENSG00000133424, ENSG00000188157, ENSG00000150995, ENSG00000181072, ENSG00000112038, ENSG00000168539, ENSG00000166501, ENSG00000060558",1168,33,14326,2.97343296,1,0.313929932,0.30623476
GOTERM_BP_FAT,GO:0051260~protein homooligomerization,25,1.50060024,0.015457636,"ENSG00000151790, ENSG00000177301, ENSG00000156486, ENSG00000115419, ENSG00000111218, ENSG00000198765, ENSG00000158445, ENSG00000164794, ENSG00000128918, ENSG00000119866, ENSG00000142185, ENSG00000162975, ENSG00000107593, ENSG00000167900, ENSG00000185933, ENSG00000013016, ENSG00000026559, ENSG00000135517, ENSG00000198576, ENSG00000178342, ENSG00000113600, ENSG00000111262, ENSG00000100379, ENSG00000182255, ENSG00000164588",1168,185,14326,1.657487967,1,0.317006873,0.309236278
GOTERM_BP_FAT,GO:0006873~cellular ion homeostasis,69,4.141656663,0.015540255,"ENSG00000149295, ENSG00000089060, ENSG00000132535, ENSG00000110148, ENSG00000140519, ENSG00000134830, ENSG00000198626, ENSG00000060558, ENSG00000163485, ENSG00000142185, ENSG00000100346, ENSG00000255346, ENSG00000183454, ENSG00000102001, ENSG00000145335, ENSG00000176884, ENSG00000197561, ENSG00000141837, ENSG00000118160, ENSG00000132749, ENSG00000150995, ENSG00000081248, ENSG00000129170, ENSG00000112038, ENSG00000135898, ENSG00000171873, ENSG00000154118, ENSG00000169676, ENSG00000102879, ENSG00000100379, ENSG00000168748, ENSG00000178752, ENSG00000104369, ENSG00000146360, ENSG00000138814, ENSG00000197594, ENSG00000198049, ENSG00000075673, ENSG00000008710, ENSG00000006210, ENSG00000166573, ENSG00000187672, ENSG00000139780, ENSG00000102468, ENSG00000147378, ENSG00000129749, ENSG00000182389, ENSG00000072954, ENSG00000184845, ENSG00000104044, ENSG00000185518, ENSG00000152154, ENSG00000151067, ENSG00000090020, ENSG00000188906, ENSG00000181773, ENSG00000156113, ENSG00000154096, ENSG00000204882, ENSG00000145349, ENSG00000101405, ENSG00000100678, ENSG00000157087, ENSG00000036828, ENSG00000143162, ENSG00000101200, ENSG00000166501, ENSG00000125510, ENSG00000127533",1168,644,14326,1.314151174,1,0.317842197,0.310051126
GOTERM_BP_FAT,GO:0060088~auditory receptor cell stereocilium organization,6,0.360144058,0.015749166,"ENSG00000095397, ENSG00000089847, ENSG00000137474, ENSG00000109927, ENSG00000242866, ENSG00000186862",1168,19,14326,3.873287671,1,0.320208424,0.312359351
GOTERM_BP_FAT,GO:0001956~positive regulation of neurotransmitter secretion,6,0.360144058,0.015749166,"ENSG00000198722, ENSG00000106089, ENSG00000151025, ENSG00000067715, ENSG00000136854, ENSG00000145335",1168,19,14326,3.873287671,1,0.320208424,0.312359351
GOTERM_BP_FAT,GO:0014070~response to organic cyclic compound,91,5.462184874,0.015782545,"ENSG00000149295, ENSG00000112964, ENSG00000069535, ENSG00000174576, ENSG00000114861, ENSG00000198626, ENSG00000136854, ENSG00000175426, ENSG00000138435, ENSG00000196639, ENSG00000163485, ENSG00000128918, ENSG00000162551, ENSG00000141096, ENSG00000142185, ENSG00000141052, ENSG00000187772, ENSG00000186642, ENSG00000121361, ENSG00000141655, ENSG00000184347, ENSG00000184349, ENSG00000145335, ENSG00000131378, ENSG00000126583, ENSG00000107447, ENSG00000113327, ENSG00000081248, ENSG00000111863, ENSG00000112038, ENSG00000132386, ENSG00000133794, ENSG00000152413, ENSG00000118520, ENSG00000119138, ENSG00000189143, ENSG00000145604, ENSG00000169676, ENSG00000165272, ENSG00000166407, ENSG00000103569, ENSG00000180616, ENSG00000162009, ENSG00000164588, ENSG00000166206, ENSG00000107798, ENSG00000178951, ENSG00000073734, ENSG00000138814, ENSG00000197594, ENSG00000175564, ENSG00000143171, ENSG00000139549, ENSG00000177628, ENSG00000156804, ENSG00000137801, ENSG00000179921, ENSG00000162374, ENSG00000117152, ENSG00000084674, ENSG00000139780, ENSG00000102468, ENSG00000072954, ENSG00000184845, ENSG00000158856, ENSG00000019186, ENSG00000090020, ENSG00000188906, ENSG00000131759, ENSG00000135750, ENSG00000070193, ENSG00000121905, ENSG00000120738, ENSG00000139318, ENSG00000164082, ENSG00000159224, ENSG00000134588, ENSG00000241360, ENSG00000197901, ENSG00000130783, ENSG00000139352, ENSG00000101405, ENSG00000164362, ENSG00000142319, ENSG00000036828, ENSG00000149269, ENSG00000184156, ENSG00000101200, ENSG00000166501, ENSG00000126368, ENSG00000125510",1168,885,14326,1.261189149,1,0.320208424,0.312359351
GOTERM_BP_FAT,GO:0061097~regulation of protein tyrosine kinase activity,13,0.780312125,0.015884825,"ENSG00000107954, ENSG00000132535, ENSG00000154096, ENSG00000071051, ENSG00000116106, ENSG00000159733, ENSG00000157368, ENSG00000138798, ENSG00000163485, ENSG00000174808, ENSG00000109670, ENSG00000086991, ENSG00000187116",1168,74,14326,2.154734358,1,0.320569286,0.312711367
GOTERM_BP_FAT,GO:0051279~regulation of release of sequestered calcium ion into cytosol,13,0.780312125,0.015884825,"ENSG00000151067, ENSG00000104369, ENSG00000154096, ENSG00000198626, ENSG00000154118, ENSG00000145349, ENSG00000006210, ENSG00000102879, ENSG00000139780, ENSG00000072954, ENSG00000184845, ENSG00000127533, ENSG00000145335",1168,74,14326,2.154734358,1,0.320569286,0.312711367
GOTERM_BP_FAT,GO:0021544~subpallium development,7,0.420168067,0.016111883,"ENSG00000149295, ENSG00000139352, ENSG00000188906, ENSG00000128573, ENSG00000077092, ENSG00000114861, ENSG00000184845",1168,26,14326,3.302226027,1,0.323030494,0.315112246
GOTERM_BP_FAT,GO:0051482~positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway,7,0.420168067,0.016111883,"ENSG00000149295, ENSG00000204882, ENSG00000135898, ENSG00000184845, ENSG00000125510, ENSG00000060558, ENSG00000127533",1168,26,14326,3.302226027,1,0.323030494,0.315112246
GOTERM_BP_FAT,GO:0060119~inner ear receptor cell development,10,0.600240096,0.016177067,"ENSG00000095397, ENSG00000089847, ENSG00000137474, ENSG00000109927, ENSG00000186297, ENSG00000242866, ENSG00000184564, ENSG00000186862, ENSG00000081923, ENSG00000139304",1168,49,14326,2.503145094,1,0.323030494,0.315112246
GOTERM_BP_FAT,GO:0019369~arachidonic acid metabolic process,10,0.600240096,0.016177067,"ENSG00000197408, ENSG00000187048, ENSG00000161905, ENSG00000130649, ENSG00000134780, ENSG00000186115, ENSG00000162365, ENSG00000186160, ENSG00000164535, ENSG00000124212",1168,49,14326,2.503145094,1,0.323030494,0.315112246
GOTERM_BP_FAT,GO:0035082~axoneme assembly,15,0.900360144,0.016491432,"ENSG00000107954, ENSG00000181378, ENSG00000155530, ENSG00000077327, ENSG00000154099, ENSG00000171811, ENSG00000169126, ENSG00000123977, ENSG00000186710, ENSG00000160188, ENSG00000124721, ENSG00000101222, ENSG00000183644, ENSG00000167139, ENSG00000183833",1168,92,14326,1.999795265,1,0.328239993,0.320194047
GOTERM_BP_FAT,GO:0010876~lipid localization,46,2.761104442,0.016552163,"ENSG00000107798, ENSG00000149295, ENSG00000155158, ENSG00000178752, ENSG00000073734, ENSG00000197594, ENSG00000175003, ENSG00000149452, ENSG00000198049, ENSG00000137204, ENSG00000177628, ENSG00000064687, ENSG00000137801, ENSG00000197658, ENSG00000138798, ENSG00000197969, ENSG00000164211, ENSG00000084674, ENSG00000166573, ENSG00000121361, ENSG00000109670, ENSG00000141655, ENSG00000062282, ENSG00000144366, ENSG00000235156, ENSG00000128335, ENSG00000138308, ENSG00000139914, ENSG00000130208, ENSG00000198610, ENSG00000111684, ENSG00000197901, ENSG00000081923, ENSG00000011347, ENSG00000139194, ENSG00000101405, ENSG00000187048, ENSG00000091622, ENSG00000036828, ENSG00000103569, ENSG00000015520, ENSG00000149742, ENSG00000186115, ENSG00000099904, ENSG00000253598, ENSG00000162365",1168,400,14326,1.41052226,1,0.328239993,0.320194047
GOTERM_BP_FAT,GO:0040011~locomotion,164,9.843937575,0.016567728,"ENSG00000149295, ENSG00000106689, ENSG00000089060, ENSG00000133424, ENSG00000145491, ENSG00000163914, ENSG00000179388, ENSG00000075213, ENSG00000149571, ENSG00000186081, ENSG00000114861, ENSG00000243232, ENSG00000138798, ENSG00000169744, ENSG00000171811, ENSG00000164695, ENSG00000163485, ENSG00000034510, ENSG00000141052, ENSG00000187210, ENSG00000183098, ENSG00000163249, ENSG00000100346, ENSG00000109670, ENSG00000180921, ENSG00000184347, ENSG00000108861, ENSG00000184349, ENSG00000103056, ENSG00000153266, ENSG00000099812, ENSG00000198053, ENSG00000109943, ENSG00000198576, ENSG00000164619, ENSG00000170340, ENSG00000111863, ENSG00000075340, ENSG00000113763, ENSG00000172403, ENSG00000240771, ENSG00000115423, ENSG00000154118, ENSG00000260001, ENSG00000144711, ENSG00000102879, ENSG00000143869, ENSG00000186111, ENSG00000145242, ENSG00000160145, ENSG00000010438, ENSG00000144671, ENSG00000124721, ENSG00000091129, ENSG00000123358, ENSG00000183644, ENSG00000184613, ENSG00000177663, ENSG00000107954, ENSG00000136999, ENSG00000138814, ENSG00000196189, ENSG00000131584, ENSG00000196900, ENSG00000213927, ENSG00000165323, ENSG00000144824, ENSG00000084674, ENSG00000061273, ENSG00000120332, ENSG00000181378, ENSG00000090020, ENSG00000092445, ENSG00000171450, ENSG00000157168, ENSG00000197702, ENSG00000139352, ENSG00000112053, ENSG00000164362, ENSG00000163394, ENSG00000036828, ENSG00000123454, ENSG00000149269, ENSG00000153233, ENSG00000133067, ENSG00000071051, ENSG00000134830, ENSG00000149091, ENSG00000139722, ENSG00000197969, ENSG00000196639, ENSG00000166159, ENSG00000151208, ENSG00000142185, ENSG00000137261, ENSG00000183454, ENSG00000058404, ENSG00000122691, ENSG00000141655, ENSG00000106123, ENSG00000106511, ENSG00000075702, ENSG00000077327, ENSG00000197561, ENSG00000100092, ENSG00000196358, ENSG00000171236, ENSG00000137673, ENSG00000132386, ENSG00000172602, ENSG00000006468, ENSG00000088727, ENSG00000189143, ENSG00000008086, ENSG00000139174, ENSG00000070808, ENSG00000101349, ENSG00000184374, ENSG00000165757, ENSG00000219435, ENSG00000101222, ENSG00000167139, ENSG00000125850, ENSG00000068024, ENSG00000137809, ENSG00000175040, ENSG00000105976, ENSG00000154429, ENSG00000173389, ENSG00000004399, ENSG00000177628, ENSG00000137801, ENSG00000110400, ENSG00000116106, ENSG00000119547, ENSG00000100604, ENSG00000006210, ENSG00000127329, ENSG00000125266, ENSG00000128656, ENSG00000184845, ENSG00000103034, ENSG00000158856, ENSG00000179774, ENSG00000188906, ENSG00000006606, ENSG00000141738, ENSG00000154096, ENSG00000106538, ENSG00000112658, ENSG00000138623, ENSG00000070193, ENSG00000044524, ENSG00000112655, ENSG00000112137, ENSG00000151388, ENSG00000170961, ENSG00000157368, ENSG00000114554, ENSG00000144857, ENSG00000196090, ENSG00000105287, ENSG00000166900, ENSG00000169856",1168,1712,14326,1.174957592,1,0.328239993,0.320194047
GOTERM_BP_FAT,GO:0035725~sodium ion transmembrane transport,23,1.380552221,0.016851377,"ENSG00000002746, ENSG00000090020, ENSG00000089060, ENSG00000256394, ENSG00000070159, ENSG00000011083, ENSG00000104888, ENSG00000118160, ENSG00000091664, ENSG00000075673, ENSG00000135750, ENSG00000197106, ENSG00000145349, ENSG00000089327, ENSG00000142185, ENSG00000166342, ENSG00000100678, ENSG00000142319, ENSG00000089356, ENSG00000107593, ENSG00000088992, ENSG00000164588, ENSG00000221946",1168,167,14326,1.689248216,1,0.332990228,0.324827842
GOTERM_BP_FAT,GO:0051238~sequestering of metal ion,19,1.140456182,0.016927312,"ENSG00000149295, ENSG00000151067, ENSG00000089060, ENSG00000104369, ENSG00000154096, ENSG00000150995, ENSG00000081248, ENSG00000198626, ENSG00000154118, ENSG00000145349, ENSG00000006210, ENSG00000102879, ENSG00000142185, ENSG00000139780, ENSG00000102468, ENSG00000072954, ENSG00000184845, ENSG00000127533, ENSG00000145335",1168,129,14326,1.806533397,1,0.333621926,0.325444056
GOTERM_BP_FAT,GO:0042711~maternal behavior,5,0.300120048,0.017245904,"ENSG00000101405, ENSG00000123454, ENSG00000078725, ENSG00000101200, ENSG00000184845",1168,13,14326,4.717465753,1,0.338144494,0.329855765
GOTERM_BP_FAT,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,5,0.300120048,0.017245904,"ENSG00000163485, ENSG00000107954, ENSG00000174808, ENSG00000109670, ENSG00000138798",1168,13,14326,4.717465753,1,0.338144494,0.329855765
GOTERM_BP_FAT,GO:0007423~sensory organ development,58,3.481392557,0.017500463,"ENSG00000149295, ENSG00000106689, ENSG00000133424, ENSG00000163914, ENSG00000091664, ENSG00000135925, ENSG00000242866, ENSG00000060718, ENSG00000128918, ENSG00000151090, ENSG00000122691, ENSG00000164930, ENSG00000164619, ENSG00000081248, ENSG00000132386, ENSG00000081923, ENSG00000137474, ENSG00000168267, ENSG00000139174, ENSG00000139292, ENSG00000164588, ENSG00000166402, ENSG00000100053, ENSG00000218336, ENSG00000104888, ENSG00000198963, ENSG00000105419, ENSG00000110400, ENSG00000116106, ENSG00000139304, ENSG00000118733, ENSG00000165323, ENSG00000111052, ENSG00000077092, ENSG00000089847, ENSG00000168234, ENSG00000184564, ENSG00000125864, ENSG00000129749, ENSG00000186862, ENSG00000135517, ENSG00000179774, ENSG00000095397, ENSG00000151067, ENSG00000109927, ENSG00000131759, ENSG00000154096, ENSG00000112658, ENSG00000244752, ENSG00000070193, ENSG00000121905, ENSG00000112655, ENSG00000171532, ENSG00000003137, ENSG00000139352, ENSG00000186297, ENSG00000157087, ENSG00000142319",1168,529,14326,1.344789859,1,0.341669618,0.33329448
GOTERM_BP_FAT,GO:0071242~cellular response to ammonium ion,13,0.780312125,0.017554948,"ENSG00000188906, ENSG00000133424, ENSG00000113327, ENSG00000150995, ENSG00000181072, ENSG00000112038, ENSG00000060558, ENSG00000196639, ENSG00000188157, ENSG00000168539, ENSG00000166501, ENSG00000184845, ENSG00000166206",1168,75,14326,2.126004566,1,0.341669618,0.33329448
GOTERM_BP_FAT,GO:0048609~multicellular organismal reproductive process,84,5.042016807,0.017560774,"ENSG00000155530, ENSG00000145491, ENSG00000065970, ENSG00000244405, ENSG00000143194, ENSG00000205085, ENSG00000136931, ENSG00000118156, ENSG00000125207, ENSG00000142185, ENSG00000159374, ENSG00000166352, ENSG00000163249, ENSG00000151090, ENSG00000184347, ENSG00000077327, ENSG00000132749, ENSG00000137875, ENSG00000173213, ENSG00000109906, ENSG00000067646, ENSG00000112038, ENSG00000132386, ENSG00000133794, ENSG00000118520, ENSG00000169676, ENSG00000182791, ENSG00000186710, ENSG00000071539, ENSG00000219435, ENSG00000160188, ENSG00000144671, ENSG00000182035, ENSG00000180616, ENSG00000146453, ENSG00000139292, ENSG00000078725, ENSG00000183644, ENSG00000167139, ENSG00000104892, ENSG00000068024, ENSG00000107954, ENSG00000179168, ENSG00000173389, ENSG00000198765, ENSG00000139549, ENSG00000133962, ENSG00000084674, ENSG00000121989, ENSG00000182583, ENSG00000165209, ENSG00000187556, ENSG00000140623, ENSG00000142920, ENSG00000165643, ENSG00000184845, ENSG00000104044, ENSG00000183833, ENSG00000128335, ENSG00000099715, ENSG00000188906, ENSG00000181378, ENSG00000161609, ENSG00000092445, ENSG00000131759, ENSG00000073146, ENSG00000120738, ENSG00000213714, ENSG00000134588, ENSG00000170961, ENSG00000003137, ENSG00000130783, ENSG00000116254, ENSG00000112053, ENSG00000162782, ENSG00000141384, ENSG00000057468, ENSG00000101405, ENSG00000123454, ENSG00000101489, ENSG00000147202, ENSG00000054356, ENSG00000101200, ENSG00000125510",1168,812,14326,1.268835616,1,0.341669618,0.33329448
GOTERM_BP_FAT,GO:0090279~regulation of calcium ion import,17,1.020408163,0.017689382,"ENSG00000151067, ENSG00000104369, ENSG00000138814, ENSG00000154096, ENSG00000198626, ENSG00000154118, ENSG00000152413, ENSG00000138798, ENSG00000145349, ENSG00000006210, ENSG00000102879, ENSG00000139780, ENSG00000036828, ENSG00000072954, ENSG00000184845, ENSG00000127533, ENSG00000145335",1168,111,14326,1.878486363,1,0.343291646,0.334876748
GOTERM_BP_FAT,GO:0043087~regulation of GTPase activity,39,2.340936375,0.017953373,"ENSG00000132359, ENSG00000151693, ENSG00000105976, ENSG00000076864, ENSG00000172575, ENSG00000004399, ENSG00000066248, ENSG00000116106, ENSG00000136237, ENSG00000137962, ENSG00000006210, ENSG00000117152, ENSG00000040608, ENSG00000128656, ENSG00000106069, ENSG00000184349, ENSG00000135439, ENSG00000188906, ENSG00000105963, ENSG00000100092, ENSG00000006606, ENSG00000154096, ENSG00000180263, ENSG00000111344, ENSG00000044524, ENSG00000214946, ENSG00000069966, ENSG00000006740, ENSG00000114554, ENSG00000144711, ENSG00000116991, ENSG00000167037, ENSG00000008086, ENSG00000058335, ENSG00000188157, ENSG00000145242, ENSG00000091428, ENSG00000182732, ENSG00000167139",1168,329,14326,1.453954491,1,0.347526009,0.339007317
