ID,Gene Name,Species
ENSG00000172936,MYD88 innate immune signal transduction adaptor(MYD88),Homo sapiens
ENSG00000143995,Meis homeobox 1(MEIS1),Homo sapiens
ENSG00000134138,Meis homeobox 2(MEIS2),Homo sapiens
ENSG00000105419,Meis homeobox 3(MEIS3),Homo sapiens
ENSG00000108784,N-acetyl-alpha-glucosaminidase(NAGLU),Homo sapiens
ENSG00000070614,N-deacetylase and N-sulfotransferase 1(NDST1),Homo sapiens
ENSG00000104419,N-myc downstream regulated 1(NDRG1),Homo sapiens
ENSG00000158864,NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2),Homo sapiens
ENSG00000213619,NADH:ubiquinone oxidoreductase core subunit S3(NDUFS3),Homo sapiens
ENSG00000178127,NADH:ubiquinone oxidoreductase core subunit V2(NDUFV2),Homo sapiens
ENSG00000164258,NADH:ubiquinone oxidoreductase subunit S4(NDUFS4),Homo sapiens
ENSG00000158747,"NBL1, DAN family BMP antagonist(NBL1)",Homo sapiens
ENSG00000158092,NCK adaptor protein 1(NCK1),Homo sapiens
ENSG00000071051,NCK adaptor protein 2(NCK2),Homo sapiens
ENSG00000123338,NCK associated protein 1 like(NCKAP1L),Homo sapiens
ENSG00000061676,NCK associated protein 1(NCKAP1),Homo sapiens
ENSG00000213672,NCK interacting protein with SH3 domain(NCKIPSD),Homo sapiens
ENSG00000165795,NDRG family member 2(NDRG2),Homo sapiens
ENSG00000103034,NDRG family member 4(NDRG4),Homo sapiens
ENSG00000069869,NEDD4 E3 ubiquitin protein ligase(NEDD4),Homo sapiens
ENSG00000145911,NEDD4 binding protein 3(N4BP3),Homo sapiens
ENSG00000049759,NEDD4 like E3 ubiquitin protein ligase(NEDD4L),Homo sapiens
ENSG00000186575,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor(NF2)",Homo sapiens
ENSG00000116044,NFE2 like bZIP transcription factor 2(NFE2L2),Homo sapiens
ENSG00000138386,NGFI-A binding protein 1(NAB1),Homo sapiens
ENSG00000166886,NGFI-A binding protein 2(NAB2),Homo sapiens
ENSG00000196290,NGG1 interacting factor 3 like 1(NIF3L1),Homo sapiens
ENSG00000109062,NHERF family PDZ scaffold protein 1(NHERF1),Homo sapiens
ENSG00000136098,NIMA related kinase 3(NEK3),Homo sapiens
ENSG00000164190,NIPBL cohesin loading factor(NIPBL),Homo sapiens
ENSG00000136352,NK2 homeobox 1(NKX2-1),Homo sapiens
ENSG00000125820,NK2 homeobox 2(NKX2-2),Homo sapiens
ENSG00000183072,NK2 homeobox 5(NKX2-5),Homo sapiens
ENSG00000180053,NK2 homeobox 6(NKX2-6),Homo sapiens
ENSG00000136327,NK2 homeobox 8(NKX2-8),Homo sapiens
ENSG00000163623,NK6 homeobox 1(NKX6-1),Homo sapiens
ENSG00000148826,NK6 homeobox 2(NKX6-2),Homo sapiens
ENSG00000140807,NKD inhibitor of WNT signaling pathway 1(NKD1),Homo sapiens
ENSG00000249437,NLR family apoptosis inhibitory protein(NAIP),Homo sapiens
ENSG00000165802,NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF),Homo sapiens
ENSG00000112981,NME/NM23 family member 5(NME5),Homo sapiens
ENSG00000239672,NME/NM23 nucleoside diphosphate kinase 1(NME1),Homo sapiens
ENSG00000130305,NOP2/Sun RNA methyltransferase 5(NSUN5),Homo sapiens
ENSG00000139910,NOVA alternative splicing regulator 1(NOVA1),Homo sapiens
ENSG00000104967,NOVA alternative splicing regulator 2(NOVA2),Homo sapiens
ENSG00000141458,NPC intracellular cholesterol transporter 1(NPC1),Homo sapiens
ENSG00000105402,NSF attachment protein alpha(NAPA),Homo sapiens
ENSG00000133961,NUMB endocytic adaptor protein(NUMB),Homo sapiens
ENSG00000105245,NUMB like endocytic adaptor protein(NUMBL),Homo sapiens
ENSG00000123572,Nik related kinase(NRK),Homo sapiens
ENSG00000147162,O-linked N-acetylglucosamine (GlcNAc) transferase(OGT),Homo sapiens
ENSG00000198836,OPA1 mitochondrial dynamin like GTPase(OPA1),Homo sapiens
ENSG00000128699,ORMDL sphingolipid biosynthesis regulator 1(ORMDL1),Homo sapiens
ENSG00000172057,ORMDL sphingolipid biosynthesis regulator 3(ORMDL3),Homo sapiens
ENSG00000185630,PBX homeobox 1(PBX1),Homo sapiens
ENSG00000167081,PBX homeobox 3(PBX3),Homo sapiens
ENSG00000105717,PBX homeobox 4(PBX4),Homo sapiens
ENSG00000163110,PDZ and LIM domain 5(PDLIM5),Homo sapiens
ENSG00000186862,PDZ domain containing 7(PDZD7),Homo sapiens
ENSG00000040199,PH domain and leucine rich repeat protein phosphatase 2(PHLPP2),Homo sapiens
ENSG00000130024,PHD finger protein 10(PHF10),Homo sapiens
ENSG00000172943,PHD finger protein 8(PHF8),Homo sapiens
ENSG00000181690,PLAG1 zinc finger(PLAG1),Homo sapiens
ENSG00000188219,POTE ankyrin domain family member E(POTEE),Homo sapiens
ENSG00000196604,POTE ankyrin domain family member F(POTEF),Homo sapiens
ENSG00000196834,POTE ankyrin domain family member I(POTEI),Homo sapiens
ENSG00000222038,POTE ankyrin domain family member J(POTEJ),Homo sapiens
ENSG00000064835,POU class 1 homeobox 1(POU1F1),Homo sapiens
ENSG00000185668,POU class 3 homeobox 1(POU3F1),Homo sapiens
ENSG00000184486,POU class 3 homeobox 2(POU3F2),Homo sapiens
ENSG00000198914,POU class 3 homeobox 3(POU3F3),Homo sapiens
ENSG00000196767,POU class 3 homeobox 4(POU3F4),Homo sapiens
ENSG00000152192,POU class 4 homeobox 1(POU4F1),Homo sapiens
ENSG00000151615,POU class 4 homeobox 2(POU4F2),Homo sapiens
ENSG00000091010,POU class 4 homeobox 3(POU4F3),Homo sapiens
ENSG00000184271,POU class 6 homeobox 1(POU6F1),Homo sapiens
ENSG00000106536,POU class 6 homeobox 2(POU6F2),Homo sapiens
ENSG00000057657,PR/SET domain 1(PRDM1),Homo sapiens
ENSG00000130711,PR/SET domain 12(PRDM12),Homo sapiens
ENSG00000112238,PR/SET domain 13(PRDM13),Homo sapiens
ENSG00000061455,PR/SET domain 6(PRDM6),Homo sapiens
ENSG00000152784,PR/SET domain 8(PRDM8),Homo sapiens
ENSG00000175325,PROP paired-like homeobox 1(PROP1),Homo sapiens
ENSG00000139220,PTPRF interacting protein alpha 2(PPFIA2),Homo sapiens
ENSG00000268643,Protein kinase domain-containing protein (M0QYV0_HUMAN),Homo sapiens
ENSG00000183036,Purkinje cell protein 4(PCP4),Homo sapiens
ENSG00000112531,"QKI, KH domain containing RNA binding(QKI)",Homo sapiens
ENSG00000147655,R-spondin 2(RSPO2),Homo sapiens
ENSG00000084733,"RAB10, member RAS oncogene family(RAB10)",Homo sapiens
ENSG00000103769,"RAB11A, member RAS oncogene family(RAB11A)",Homo sapiens
ENSG00000143545,"RAB13, member RAS oncogene family(RAB13)",Homo sapiens
ENSG00000124839,"RAB17, member RAS oncogene family(RAB17)",Homo sapiens
ENSG00000099246,"RAB18, member RAS oncogene family(RAB18)",Homo sapiens
ENSG00000080371,"RAB21, member RAS oncogene family(RAB21)",Homo sapiens
ENSG00000117280,"RAB29, member RAS oncogene family(RAB29)",Homo sapiens
ENSG00000115839,RAB3 GTPase activating protein catalytic subunit 1(RAB3GAP1),Homo sapiens
ENSG00000111737,"RAB35, member RAS oncogene family(RAB35)",Homo sapiens
ENSG00000105649,"RAB3A, member RAS oncogene family(RAB3A)",Homo sapiens
ENSG00000175582,"RAB6A, member RAS oncogene family(RAB6A)",Homo sapiens
ENSG00000154917,"RAB6B, member RAS oncogene family(RAB6B)",Homo sapiens
ENSG00000167461,"RAB8A, member RAS oncogene family(RAB8A)",Homo sapiens
ENSG00000113456,RAD1 checkpoint DNA exonuclease(RAD1),Homo sapiens
ENSG00000132341,"RAN, member RAS oncogene family(RAN)",Homo sapiens
ENSG00000076864,RAP1 GTPase activating protein(RAP1GAP),Homo sapiens
ENSG00000116473,"RAP1A, member of RAS oncogene family(RAP1A)",Homo sapiens
ENSG00000125249,"RAP2A, member of RAS oncogene family(RAP2A)",Homo sapiens
ENSG00000069667,RAR related orphan receptor A(RORA),Homo sapiens
ENSG00000198963,RAR related orphan receptor B(RORB),Homo sapiens
ENSG00000006451,RAS like proto-oncogene A(RALA),Homo sapiens
ENSG00000111344,RAS protein activator like 1(RASAL1),Homo sapiens
ENSG00000133818,RAS related 2(RRAS2),Homo sapiens
ENSG00000126458,RAS related(RRAS),Homo sapiens
ENSG00000162521,"RB binding protein 4, chromatin remodeling factor(RBBP4)",Homo sapiens
ENSG00000102054,"RB binding protein 7, chromatin remodeling factor(RBBP7)",Homo sapiens
ENSG00000139687,RB transcriptional corepressor 1(RB1),Homo sapiens
ENSG00000139405,RBPJ interacting and tubulin associated 1(RITA1),Homo sapiens
ENSG00000084093,RE1 silencing transcription factor(REST),Homo sapiens
ENSG00000173039,"RELA proto-oncogene, NF-kB subunit(RELA)",Homo sapiens
ENSG00000169733,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(RFNG),Homo sapiens
ENSG00000078328,RNA binding fox-1 homolog 1(RBFOX1),Homo sapiens
ENSG00000100320,RNA binding fox-1 homolog 2(RBFOX2),Homo sapiens
ENSG00000167281,RNA binding fox-1 homolog 3(RBFOX3),Homo sapiens
ENSG00000155636,RNA binding motif protein 45(RBM45),Homo sapiens
ENSG00000104237,RP1 axonemal microtubule associated(RP1),Homo sapiens
ENSG00000183638,RP1 like 1(RP1L1),Homo sapiens
ENSG00000092200,RPGR interacting protein 1(RPGRIP1),Homo sapiens
ENSG00000103494,RPGRIP1 like(RPGRIP1L),Homo sapiens
ENSG00000018189,RUN and FYVE domain containing 3(RUFY3),Homo sapiens
ENSG00000159216,RUNX family transcription factor 1(RUNX1),Homo sapiens
ENSG00000124813,RUNX family transcription factor 2(RUNX2),Homo sapiens
ENSG00000020633,RUNX family transcription factor 3(RUNX3),Homo sapiens
ENSG00000260272,Rab-GAP TBC domain-containing protein (H3BQ06_HUMAN),Homo sapiens
ENSG00000161800,Rac GTPase activating protein 1(RACGAP1),Homo sapiens
ENSG00000136238,Rac family small GTPase 1(RAC1),Homo sapiens
ENSG00000128340,Rac family small GTPase 2(RAC2),Homo sapiens
ENSG00000169750,Rac family small GTPase 3(RAC3),Homo sapiens
ENSG00000107263,Rap guanine nucleotide exchange factor 1(RAPGEF1),Homo sapiens
ENSG00000109756,Rap guanine nucleotide exchange factor 2(RAPGEF2),Homo sapiens
ENSG00000136237,Rap guanine nucleotide exchange factor 5(RAPGEF5),Homo sapiens
ENSG00000108352,Rap guanine nucleotide exchange factor like 1(RAPGEFL1),Homo sapiens
ENSG00000173166,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1(RAPH1),Homo sapiens
ENSG00000189431,Ras association domain family member 10(RASSF10),Homo sapiens
ENSG00000106615,"Ras homolog, mTORC1 binding(RHEB)",Homo sapiens
ENSG00000152214,Ras like without CAAX 2(RIT2),Homo sapiens
ENSG00000058335,Ras protein specific guanine nucleotide releasing factor 1(RASGRF1),Homo sapiens
ENSG00000145819,Rho GTPase activating protein 26(ARHGAP26),Homo sapiens
ENSG00000004777,Rho GTPase activating protein 33(ARHGAP33),Homo sapiens
ENSG00000160007,Rho GTPase activating protein 35(ARHGAP35),Homo sapiens
ENSG00000089820,Rho GTPase activating protein 4(ARHGAP4),Homo sapiens
ENSG00000006740,Rho GTPase activating protein 44(ARHGAP44),Homo sapiens
ENSG00000067900,Rho associated coiled-coil containing protein kinase 1(ROCK1),Homo sapiens
ENSG00000172602,Rho family GTPase 1(RND1),Homo sapiens
ENSG00000108830,Rho family GTPase 2(RND2),Homo sapiens
ENSG00000104728,Rho guanine nucleotide exchange factor 10(ARHGEF10),Homo sapiens
ENSG00000198844,Rho guanine nucleotide exchange factor 15(ARHGEF15),Homo sapiens
ENSG00000240771,Rho guanine nucleotide exchange factor 25(ARHGEF25),Homo sapiens
ENSG00000214944,Rho guanine nucleotide exchange factor 28(ARHGEF28),Homo sapiens
ENSG00000165801,Rho guanine nucleotide exchange factor 40(ARHGEF40),Homo sapiens
ENSG00000102606,Rho guanine nucleotide exchange factor 7(ARHGEF7),Homo sapiens
ENSG00000116584,Rho/Rac guanine nucleotide exchange factor 2(ARHGEF2),Homo sapiens
ENSG00000101883,Rhox homeobox family member 1(RHOXF1),Homo sapiens
ENSG00000160678,S100 calcium binding protein A1(S100A1),Homo sapiens
ENSG00000197747,S100 calcium binding protein A10(S100A10),Homo sapiens
ENSG00000197956,S100 calcium binding protein A6(S100A6),Homo sapiens
ENSG00000143546,S100 calcium binding protein A8(S100A8),Homo sapiens
ENSG00000163220,S100 calcium binding protein A9(S100A9),Homo sapiens
ENSG00000160307,S100 calcium binding protein B(S100B),Homo sapiens
ENSG00000137776,SAFB like transcription modulator(SLTM),Homo sapiens
ENSG00000119042,SATB homeobox 2(SATB2),Homo sapiens
ENSG00000197558,"SCO-spondin, pseudogene(SSPOP)",Homo sapiens
ENSG00000142186,SCY1 like pseudokinase 1(SCYL1),Homo sapiens
ENSG00000136021,SCY1 like pseudokinase 2(SCYL2),Homo sapiens
ENSG00000000457,SCY1 like pseudokinase 3(SCYL3),Homo sapiens
ENSG00000111707,"SDS3 homolog, SIN3A corepressor complex component(SUDS3)",Homo sapiens
ENSG00000148396,"SEC16 homolog A, endoplasmic reticulum export factor(SEC16A)",Homo sapiens
ENSG00000138802,"SEC24 homolog B, COPII coat complex component(SEC24B)",Homo sapiens
ENSG00000187742,SECIS binding protein 2(SECISBP2),Homo sapiens
ENSG00000133812,SET binding factor 2(SBF2),Homo sapiens
ENSG00000099381,"SET domain containing 1A, histone lysine methyltransferase(SETD1A)",Homo sapiens
ENSG00000181555,"SET domain containing 2, histone lysine methyltransferase(SETD2)",Homo sapiens
ENSG00000168137,SET domain containing 5(SETD5),Homo sapiens
ENSG00000160999,SH2B adaptor protein 2(SH2B2),Homo sapiens
ENSG00000161681,SH3 and multiple ankyrin repeat domains 1(SHANK1),Homo sapiens
ENSG00000162105,SH3 and multiple ankyrin repeat domains 2(SHANK2),Homo sapiens
ENSG00000251322,SH3 and multiple ankyrin repeat domains 3(SHANK3),Homo sapiens
ENSG00000169247,SH3 domain and tetratricopeptide repeats 2(SH3TC2),Homo sapiens
ENSG00000188322,SH3 domain binding kinase 1(SBK1),Homo sapiens
ENSG00000141985,"SH3 domain containing GRB2 like 1, endophilin A2(SH3GL1)",Homo sapiens
ENSG00000107295,"SH3 domain containing GRB2 like 2, endophilin A1(SH3GL2)",Homo sapiens
ENSG00000140600,"SH3 domain containing GRB2 like 3, endophilin A3(SH3GL3)",Homo sapiens
ENSG00000154447,SH3 domain containing ring finger 1(SH3RF1),Homo sapiens
ENSG00000179526,SHANK associated RH domain interactor(SHARPIN),Homo sapiens
ENSG00000148082,SHC adaptor protein 3(SHC3),Homo sapiens
ENSG00000054282,SHH signaling and ciliogenesis regulator SDCCAG8(SDCCAG8),Homo sapiens
ENSG00000108061,SHOC2 leucine rich repeat scaffold protein(SHOC2),Homo sapiens
ENSG00000168779,SHOX homeobox 2(SHOX2),Homo sapiens
ENSG00000112246,SIM bHLH transcription factor 1(SIM1),Homo sapiens
ENSG00000159263,SIM bHLH transcription factor 2(SIM2),Homo sapiens
ENSG00000169375,SIN3 transcription regulator family member A(SIN3A),Homo sapiens
ENSG00000126778,SIX homeobox 1(SIX1),Homo sapiens
ENSG00000138083,SIX homeobox 3(SIX3),Homo sapiens
ENSG00000100625,SIX homeobox 4(SIX4),Homo sapiens
ENSG00000184302,SIX homeobox 6(SIX6),Homo sapiens
ENSG00000215474,SKI family transcriptional corepressor 2(SKOR2),Homo sapiens
ENSG00000136603,SKI like proto-oncogene(SKIL),Homo sapiens
ENSG00000157933,SKI proto-oncogene(SKI),Homo sapiens
ENSG00000178235,SLIT and NTRK like family member 1(SLITRK1),Homo sapiens
ENSG00000185985,SLIT and NTRK like family member 2(SLITRK2),Homo sapiens
ENSG00000121871,SLIT and NTRK like family member 3(SLITRK3),Homo sapiens
ENSG00000179542,SLIT and NTRK like family member 4(SLITRK4),Homo sapiens
ENSG00000165300,SLIT and NTRK like family member 5(SLITRK5),Homo sapiens
ENSG00000184564,SLIT and NTRK like family member 6(SLITRK6),Homo sapiens
ENSG00000196369,SLIT-ROBO Rho GTPase activating protein 2B(SRGAP2B),Homo sapiens
ENSG00000171943,SLIT-ROBO Rho GTPase activating protein 2C(SRGAP2C),Homo sapiens
ENSG00000170365,SMAD family member 1(SMAD1),Homo sapiens
ENSG00000141646,SMAD family member 4(SMAD4),Homo sapiens
ENSG00000198742,SMAD specific E3 ubiquitin protein ligase 1(SMURF1),Homo sapiens
ENSG00000105771,SMG9 nonsense mediated mRNA decay factor(SMG9),Homo sapiens
ENSG00000143553,SNAP associated protein(SNAPIN),Homo sapiens
ENSG00000100603,SNW domain containing 1(SNW1),Homo sapiens
ENSG00000115904,SOS Ras/Rac guanine nucleotide exchange factor 1(SOS1),Homo sapiens
ENSG00000152377,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1(SPOCK1)",Homo sapiens
ENSG00000107742,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2(SPOCK2)",Homo sapiens
ENSG00000104133,"SPG11 vesicle trafficking associated, spatacsin(SPG11)",Homo sapiens
ENSG00000197912,"SPG7 matrix AAA peptidase subunit, paraplegin(SPG7)",Homo sapiens
ENSG00000197122,"SRC proto-oncogene, non-receptor tyrosine kinase(SRC)",Homo sapiens
ENSG00000182968,SRY-box transcription factor 1(SOX1),Homo sapiens
ENSG00000100146,SRY-box transcription factor 10(SOX10),Homo sapiens
ENSG00000176887,SRY-box transcription factor 11(SOX11),Homo sapiens
ENSG00000177732,SRY-box transcription factor 12(SOX12),Homo sapiens
ENSG00000143842,SRY-box transcription factor 13(SOX13),Homo sapiens
ENSG00000168875,SRY-box transcription factor 14(SOX14),Homo sapiens
ENSG00000164736,SRY-box transcription factor 17(SOX17),Homo sapiens
ENSG00000181449,SRY-box transcription factor 2(SOX2),Homo sapiens
ENSG00000134595,SRY-box transcription factor 3(SOX3),Homo sapiens
ENSG00000124766,SRY-box transcription factor 4(SOX4),Homo sapiens
ENSG00000134532,SRY-box transcription factor 5(SOX5),Homo sapiens
ENSG00000110693,SRY-box transcription factor 6(SOX6),Homo sapiens
ENSG00000005513,SRY-box transcription factor 8(SOX8),Homo sapiens
ENSG00000125398,SRY-box transcription factor 9(SOX9),Homo sapiens
ENSG00000176101,SS nuclear autoantigen 1(SSNA1),Homo sapiens
ENSG00000008324,SS18 like 2(SS18L2),Homo sapiens
ENSG00000184402,SS18L1 subunit of BAF chromatin remodeling complex(SS18L1),Homo sapiens
ENSG00000149418,ST14 transmembrane serine protease matriptase(ST14),Homo sapiens
ENSG00000140557,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2(ST8SIA2)",Homo sapiens
ENSG00000113532,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(ST8SIA4)",Homo sapiens
ENSG00000123473,STIL centriolar assembly protein(STIL),Homo sapiens
ENSG00000107882,SUFU negative regulator of hedgehog signaling(SUFU),Homo sapiens
ENSG00000178691,SUZ12 polycomb repressive complex 2 subunit(SUZ12),Homo sapiens
ENSG00000173473,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1(SMARCC1)",Homo sapiens
ENSG00000139613,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2(SMARCC2)",Homo sapiens
ENSG00000102038,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1(SMARCA1)",Homo sapiens
ENSG00000080503,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2(SMARCA2)",Homo sapiens
ENSG00000127616,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4(SMARCA4)",Homo sapiens
ENSG00000099956,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(SMARCB1)",Homo sapiens
ENSG00000066117,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1(SMARCD1)",Homo sapiens
ENSG00000082014,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3(SMARCD3)",Homo sapiens
ENSG00000073584,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(SMARCE1)",Homo sapiens
ENSG00000198198,SZT2 subunit of KICSTOR complex(SZT2),Homo sapiens
ENSG00000164828,Sad1 and UNC84 domain containing 1(SUN1),Homo sapiens
ENSG00000100242,Sad1 and UNC84 domain containing 2(SUN2),Homo sapiens
ENSG00000164651,Sp8 transcription factor(SP8),Homo sapiens
ENSG00000110719,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3(TCIRG1)",Homo sapiens
ENSG00000115297,T cell leukemia homeobox 2(TLX2),Homo sapiens
ENSG00000164438,T cell leukemia homeobox 3(TLX3),Homo sapiens
ENSG00000136535,T-box brain transcription factor 1(TBR1),Homo sapiens
ENSG00000184058,T-box transcription factor 1(TBX1),Homo sapiens
ENSG00000143178,T-box transcription factor 19(TBX19),Homo sapiens
ENSG00000121068,T-box transcription factor 2(TBX2),Homo sapiens
ENSG00000164532,T-box transcription factor 20(TBX20),Homo sapiens
ENSG00000135111,T-box transcription factor 3(TBX3),Homo sapiens
ENSG00000149922,T-box transcription factor 6(TBX6),Homo sapiens
ENSG00000164458,T-box transcription factor T(TBXT),Homo sapiens
ENSG00000183662,TAFA chemokine like family member 1(TAFA1),Homo sapiens
ENSG00000184599,TAFA chemokine like family member 3(TAFA3),Homo sapiens
ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor(TAL1)",Homo sapiens
ENSG00000186051,TAL bHLH transcription factor 2(TAL2),Homo sapiens
ENSG00000160551,TAO kinase 1(TAOK1),Homo sapiens
ENSG00000149930,TAO kinase 2(TAOK2),Homo sapiens
ENSG00000135090,TAO kinase 3(TAOK3),Homo sapiens
ENSG00000122728,TATA-box binding protein associated factor 1 like(TAF1L),Homo sapiens
ENSG00000147133,TATA-box binding protein associated factor 1(TAF1),Homo sapiens
ENSG00000036054,TBC1 domain family member 23(TBC1D23),Homo sapiens
ENSG00000162065,TBC1 domain family member 24(TBC1D24),Homo sapiens
ENSG00000146350,TBC1 domain family member 32(TBC1D32),Homo sapiens
ENSG00000250366,TCL1 upstream neural differentiation-associated RNA(TUNAR),Homo sapiens
ENSG00000074219,TEA domain transcription factor 2(TEAD2),Homo sapiens
ENSG00000007866,TEA domain transcription factor 3(TEAD3),Homo sapiens
ENSG00000118707,TGFB induced factor homeobox 2(TGIF2),Homo sapiens
ENSG00000168286,THAP domain containing 11(THAP11),Homo sapiens
ENSG00000125676,THO complex subunit 2(THOC2),Homo sapiens
ENSG00000131652,THO complex subunit 6(THOC6),Homo sapiens
ENSG00000156299,TIAM Rac1 associated GEF 1(TIAM1),Homo sapiens
ENSG00000146426,TIAM Rac1 associated GEF 2(TIAM2),Homo sapiens
ENSG00000255833,TIFA inhibitor(TIFAB),Homo sapiens
ENSG00000157150,TIMP metallopeptidase inhibitor 4(TIMP4),Homo sapiens
ENSG00000253368,TMF1 regulated nuclear protein 1(TRNP1),Homo sapiens
ENSG00000175104,TNF receptor associated factor 6(TRAF6),Homo sapiens
ENSG00000028137,TNF receptor superfamily member 1B(TNFRSF1B),Homo sapiens
ENSG00000146072,TNF receptor superfamily member 21(TNFRSF21),Homo sapiens
ENSG00000197579,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase(TOPORS)",Homo sapiens
ENSG00000154310,TRAF2 and NCK interacting kinase(TNIK),Homo sapiens
ENSG00000100106,TRIO and F-actin binding protein(TRIOBP),Homo sapiens
ENSG00000165699,TSC complex subunit 1(TSC1),Homo sapiens
ENSG00000103197,TSC complex subunit 2(TSC2),Homo sapiens
ENSG00000166925,TSC22 domain family member 4(TSC22D4),Homo sapiens
ENSG00000100271,TTL family tubulin polyglutamylase complex subunit L1(TTLL1),Homo sapiens
ENSG00000112041,TUB like protein 1(TULP1),Homo sapiens
ENSG00000078246,TUB like protein 3(TULP3),Homo sapiens
ENSG00000092445,TYRO3 protein tyrosine kinase(TYRO3),Homo sapiens
ENSG00000154096,Thy-1 cell surface antigen(THY1),Homo sapiens
ENSG00000152332,U2AF homology motif kinase 1(UHMK1),Homo sapiens
ENSG00000174607,UDP glycosyltransferase 8(UGT8),Homo sapiens
ENSG00000170340,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)",Homo sapiens
ENSG00000176597,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3GNT5)",Homo sapiens
ENSG00000109814,UDP-glucose 6-dehydrogenase(UGDH),Homo sapiens
ENSG00000148154,UDP-glucose ceramide glucosyltransferase(UGCG),Homo sapiens
ENSG00000169764,UDP-glucose pyrophosphorylase 2(UGP2),Homo sapiens
ENSG00000014123,UFM1 specific ligase 1(UFL1),Homo sapiens
ENSG00000164853,UNC homeobox(UNCX),Homo sapiens
ENSG00000125351,UPF3B regulator of nonsense mediated mRNA decay(UPF3B),Homo sapiens
ENSG00000006611,USH1 protein network component harmonin(USH1C),Homo sapiens
ENSG00000182040,USH1 protein network component sans(USH1G),Homo sapiens
ENSG00000183520,UTP11 small subunit processome component(UTP11),Homo sapiens
ENSG00000132467,UTP3 small subunit processome component(UTP3),Homo sapiens
ENSG00000132821,V-set and transmembrane domain containing 2 like(VSTM2L),Homo sapiens
ENSG00000214376,V-set and transmembrane domain containing 5(VSTM5),Homo sapiens
ENSG00000101558,VAMP associated protein A(VAPA),Homo sapiens
ENSG00000162738,VANGL planar cell polarity protein 2(VANGL2),Homo sapiens
ENSG00000069329,VPS35 retromer complex component(VPS35),Homo sapiens
ENSG00000149823,VPS51 subunit of GARP complex(VPS51),Homo sapiens
ENSG00000143952,VPS54 subunit of GARP complex(VPS54),Homo sapiens
ENSG00000164961,WASH complex subunit 5(WASHC5),Homo sapiens
ENSG00000112290,WASP family member 1(WASF1),Homo sapiens
ENSG00000132970,WASP family member 3(WASF3),Homo sapiens
ENSG00000106299,WASP like actin nucleation promoting factor(WASL),Homo sapiens
ENSG00000143951,WD repeat containing planar cell polarity effector(WDPCP),Homo sapiens
ENSG00000071127,WD repeat domain 1(WDR1),Homo sapiens
ENSG00000157796,WD repeat domain 19(WDR19),Homo sapiens
ENSG00000134987,WD repeat domain 36(WDR36),Homo sapiens
ENSG00000047056,WD repeat domain 37(WDR37),Homo sapiens
ENSG00000085433,WD repeat domain 47(WDR47),Homo sapiens
ENSG00000196363,WD repeat domain 5(WDR5),Homo sapiens
ENSG00000075702,WD repeat domain 62(WDR62),Homo sapiens
ENSG00000140006,WD repeat domain 89(WDR89),Homo sapiens
ENSG00000166483,WEE1 G2 checkpoint kinase(WEE1),Homo sapiens
ENSG00000060237,WNK lysine deficient protein kinase 1(WNK1),Homo sapiens
ENSG00000165392,WRN RecQ like helicase(WRN),Homo sapiens
ENSG00000123124,WW domain containing E3 ubiquitin protein ligase 1(WWP1),Homo sapiens
ENSG00000125084,Wnt family member 1(WNT1),Homo sapiens
ENSG00000135925,Wnt family member 10A(WNT10A),Homo sapiens
ENSG00000169884,Wnt family member 10B(WNT10B),Homo sapiens
ENSG00000085741,Wnt family member 11(WNT11),Homo sapiens
ENSG00000002745,Wnt family member 16(WNT16),Homo sapiens
ENSG00000105989,Wnt family member 2(WNT2),Homo sapiens
ENSG00000134245,Wnt family member 2B(WNT2B),Homo sapiens
ENSG00000108379,Wnt family member 3(WNT3),Homo sapiens
ENSG00000154342,Wnt family member 3A(WNT3A),Homo sapiens
ENSG00000162552,Wnt family member 4(WNT4),Homo sapiens
