# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000122188    1  203699304  203755361     32       6  696863        2.612   -3.1086e-15        2.612
ENSG00000058673    1  203729782  203833252     92      10  702805       2.9786   -3.1086e-15       2.9786
ENSG00000257315    1  203730437  203779686     51       8  702643       4.5024   -2.6645e-15       4.5024
ENSG00000182004    1  203795731  203849678     50       5  706636       4.0631   -2.6645e-15       4.0631
ENSG00000143842    1  204007243  204106863     80      19  693998     -0.50482   -3.1086e-15     -0.50482
ENSG00000143845    1  204090190  204156307     55      15  691864        1.665   -3.1086e-15        1.665
ENSG00000143839    1  204113944  204170465     42       9  695187       2.1882   -3.1086e-15       2.1882
ENSG00000170498    1  204149469  204200614     42       8  697066       2.0609   -3.1086e-15       2.0609
ENSG00000174567    1  204157288  204218220     61       7  699230       1.0523   -3.1086e-15       1.0523
ENSG00000143850    1  204177979  204381793    248      29  698934      0.80628   -3.1086e-15      0.80628
ENSG00000158615    1  204362515  204415919     41       8  695717      -1.5747   -3.1086e-15      -1.5747
ENSG00000133056    1  204381756  204498852     85      10  696862      0.44529   -3.0531e-15      0.44529
ENSG00000198625    1  204450511  204552871     60       5  699060       2.9039   -3.1086e-15       2.9039
ENSG00000170382    1  204576298  204689861    114      19  689694     -0.14941   -3.0531e-15     -0.14941
ENSG00000163531    1  204762779  205001950    312      35  694082      -2.2776   -3.1086e-15      -2.2776
ENSG00000184144    1  204977325  205057627     97      18  695712      -0.0449   -3.0531e-15      -0.0449
ENSG00000174529    1  205042258  205088645     57       9  704638      0.65855   -3.1086e-15      0.65855
ENSG00000117222    1  205045270  205126143     82      10  704629       0.5348   -3.1086e-15       0.5348
ENSG00000133059    1  205101632  205215727     91       8  704158     -0.42013   -3.0531e-15     -0.42013
ENSG00000133069    1  205162304  205252471     91       9  705305     -0.22975   -3.0531e-15     -0.22975
ENSG00000163545    1  205261187  205325883     89      14  693852      -1.7107   -3.1086e-15      -1.7107
ENSG00000162873    1  205295220  205361218     96      14  697413      -2.1248   -3.1086e-15      -2.1248
ENSG00000186007    1  205340506  205460082    106      25  688388      -3.2551   -3.1086e-15      -3.2551
ENSG00000117266    1  205438723  205511921    127      29  683535     -0.59967   -3.1086e-15     -0.59967
ENSG00000174514    1  205503013  205582046     93      12  696292      -2.4655   -3.1086e-15      -2.4655
ENSG00000158711    1  205567071  205636090     54      11  699207      0.99094   -3.1086e-15      0.99094
ENSG00000158715    1  205616979  205684587     54      12  696537       4.3968   -2.6645e-15       4.3968
ENSG00000268313    1  205647497  205694153     39       7  700745       4.8295   -2.6645e-15       4.8295
ENSG00000069275    1  205671947  205754404     72      10  695082       3.0806   -3.1086e-15       3.0806
ENSG00000117280    1  205727114  205779588     57       9  697529       3.0505   -3.1086e-15       3.0505
ENSG00000133065    1  205748221  205817876     55      11  697310       4.3392   -2.6645e-15       4.3392
ENSG00000162877    1  205787150  205854260     37       9  690838       3.9008   -3.1086e-15       3.9008
ENSG00000174502    1  205872176  205947588     80      14  695439     -0.65529   -3.1086e-15     -0.65529
ENSG00000163486    1  206481200  206647783     68      11  687745      -1.7007   -3.1086e-15      -1.7007
ENSG00000143466    1  206608791  206680223     87      16  687669      -1.3863   -3.1086e-15      -1.3863
ENSG00000136653    1  206645879  206772616    107      21  689101     -0.40731   -3.0531e-15     -0.40731
ENSG00000162888    1  206654449  206706061     34       8  686997      -1.3244   -3.1086e-15      -1.3244
ENSG00000143486    1  206734620  206820904     77      16  689197     -0.34595   -3.0531e-15     -0.34595
ENSG00000143479    1  206773881  206867764     69      12  693291      0.46546   -3.0531e-15      0.46546
ENSG00000162889    1  206823289  206917628     72      10  699023       1.7063   -3.1086e-15       1.7063
ENSG00000136634    1  206930947  206980839     52      12  695732        1.225   -3.1086e-15        1.225
ENSG00000142224    1  206937215  207026324     89      16  698477       1.4255   -3.1086e-15       1.4255
ENSG00000162891    1  207003699  207052568     32       6  686084      -1.2592   -3.1086e-15      -1.2592
ENSG00000162892    1  207035788  207087484     30       4  687018       0.2971   -3.0531e-15       0.2971
ENSG00000162894    1  207067731  207131592     44       6  694846      0.33708   -3.0531e-15      0.33708
ENSG00000162896    1  207091863  207154811     46       7  696654    -0.021871   -3.0531e-15    -0.021871
ENSG00000162897    1  207121310  207178970     40       5  699102      0.77807   -3.1086e-15      0.77807
ENSG00000182795    1  207181866  207241101     42       5  692494       2.5538   -3.1086e-15       2.5538
ENSG00000123836    1  207187801  207264369     57       9  695447       4.2866   -2.6645e-15       4.2866
ENSG00000180667    1  207207194  207261325     36       6  698363       4.1333   -2.6645e-15       4.1333
ENSG00000123843    1  207227187  207283338     36       7  701470       4.1052   -2.6645e-15       4.1052
ENSG00000123838    1  207242607  207328317     69      14  692163       3.8425   -3.1086e-15       3.8425
ENSG00000196352    1  207459853  207544311     47       4  695398       1.2596   -3.1086e-15       1.2596
ENSG00000117322    1  207592575  207673240     77       7  697480      -1.5135   -3.1086e-15      -1.5135
ENSG00000203710    1  207634492  207823992    100      15  700499      -1.0691   -3.1086e-15      -1.0691
ENSG00000197721    1  207783458  207921761     91      11  699838      -1.3797   -3.1086e-15      -1.3797
ENSG00000117335    1  207890402  207978858     55       6  684620        1.268   -3.1086e-15        1.268
ENSG00000174059    1  208047594  208119747     70      13  694716      -2.5291   -3.1086e-15      -2.5291
ENSG00000076356    1  208185587  208452665    351      40  700813       -1.369   -3.1086e-15       -1.369
ENSG00000008118    1  209722062  209797283     93      18  690768      -3.0811   -3.1086e-15      -3.0811
ENSG00000196878    1  209778215  209860811     93      22  689654      -2.5911   -3.1086e-15      -2.5911
ENSG00000123689    1  209813765  209859733     28       8  695382      -2.4826   -3.1086e-15      -2.4826
ENSG00000117594    1  209824510  209918295     63      11  695245       1.1736   -3.1086e-15       1.1736
ENSG00000009790    1  209894377  209965668     81       8  696881      0.93797   -3.1086e-15      0.93797
ENSG00000162757    1  209945661  209992904     54       8  695420       -1.513   -3.1086e-15       -1.513
ENSG00000117595    1  209949036  210014465     82      10  699975      -1.5445   -3.1086e-15      -1.5445
ENSG00000117597    1  209966352  210040910     82      10  702624      -1.3706   -3.1086e-15      -1.3706
ENSG00000143469    1  210076538  210347636    134       8  702433     -0.68193   -3.1086e-15     -0.68193
ENSG00000082497    1  210371144  210429976     25       6  687598       1.7411   -3.1086e-15       1.7411
ENSG00000054392    1  210466596  210859638    476      67  699361       1.5295   -3.1086e-15       1.5295
ENSG00000143473    1  210846555  211342457    428      56  698094      0.97541   -3.1086e-15      0.97541
ENSG00000117625    1  211396719  211499727     49       7  698955       0.3493   -3.0531e-15       0.3493
ENSG00000082512    1  211464957  211558288     61      10  692341      0.87244   -3.1086e-15      0.87244
ENSG00000198570    1  211639864  211701259     72      11  693064     -0.57176   -3.1086e-15     -0.57176
ENSG00000170385    1  211734910  211787084     44      11  693364      -1.2636   -3.1086e-15      -1.2636
ENSG00000117650    1  211826114  211883960     63      12  690047       -4.699   -2.6645e-15       -4.699
ENSG00000123684    1  211906799  212039114    100      13  697100        4.347   -2.6645e-15        4.347
ENSG00000143493    1  212103741  212243884    103      11  688667       4.0008   -2.6645e-15       4.0008
ENSG00000143476    1  212173919  212290742     84      11  691479        4.742   -2.6645e-15        4.742
ENSG00000066027    1  212423879  212545200     95      11  703668       2.8733   -3.1086e-15       2.8733
ENSG00000065600    1  212527273  212623243     72      11  702017       4.6132   -2.6645e-15       4.6132
ENSG00000117691    1  212571229  212629714     53      10  699431       4.0252   -2.6645e-15       4.0252
ENSG00000162772    1  212703676  212804119    126      27  694680      0.29758   -3.0531e-15      0.29758
ENSG00000162771    1  212762789  212810120     75      16  693375     -0.65647   -3.1086e-15     -0.65647
ENSG00000123685    1  212849760  212908327     34      10  689288      -3.2435   -3.1086e-15      -3.2435
ENSG00000117697    1  212889495  213000124     56       6  704508       -2.062   -3.1086e-15       -2.062
ENSG00000203705    1  212930170  212999968     31       5  702864      -1.8217   -3.1086e-15      -1.8217
ENSG00000185523    1  212993483  213055991     62       7  705417      -2.8381   -3.1086e-15      -2.8381
ENSG00000162769    1  212996597  213082705    108      11  703283      -2.8803   -3.1086e-15      -2.8803
ENSG00000143494    1  213088862  213175379     72      16  696800     -0.75211   -3.1086e-15     -0.75211
ENSG00000174606    1  213155524  213224168     20       3  697939       1.2515   -3.1086e-15       1.2515
ENSG00000136643    1  213189589  213458116     71       5  693419      0.67466   -3.1086e-15      0.67466
ENSG00000117707    1  214121524  214224595     79      14  689025      0.95669   -3.1086e-15      0.95669
ENSG00000143499    1  214419445  214520474    116      15  701130    -0.061252   -3.0531e-15    -0.061252
ENSG00000152104    1  214512039  214760792    310      37  699274        4.633   -2.6645e-15        4.633
ENSG00000117724    1  214741538  214847931    131      14  699468       0.4617   -3.0531e-15       0.4617
ENSG00000082482    1  215144118  215420436    334      21  697172       2.2382   -3.1086e-15       2.2382
ENSG00000136636    1  215705735  215805149     21       5  689681      0.80358   -3.1086e-15      0.80358
ENSG00000042781    1  215786236  216631738    885      98  697557       -2.811   -3.1086e-15       -2.811
ENSG00000196482    1  216666588  217346097   1098     113  697306      0.62148   -3.1086e-15      0.62148
ENSG00000092978    1  217590334  217839424    198      33  694426       3.5878   -3.1086e-15       3.5878
ENSG00000162814    1  217769666  218055038    261      23  703429       4.7897   -2.6645e-15       4.7897
ENSG00000067533    1  218423629  218521325     54       6  689530       3.6696   -3.1086e-15       3.6696
ENSG00000092969    1  218484577  218627961    113      19  689793       2.9062   -3.1086e-15       2.9062
ENSG00000228208    1  218648438  218709320     57       5  695562       3.5611   -3.1086e-15       3.5611
ENSG00000143353    1  219312186  219396207     57       5  705392       3.7072   -3.1086e-15       3.7072
ENSG00000196660    1  219848769  220166989    319      27  701005       2.0457   -3.1086e-15       2.0457
ENSG00000136628    1  220131943  220255000     99       7  693629      -1.5664   -3.1086e-15      -1.5664
ENSG00000162813    1  220220824  220298804     22       6  694385      -2.0633   -3.1086e-15      -2.0633
ENSG00000067704    1  220232444  220331380     30       7  694796      -2.2785   -3.1086e-15      -2.2785
ENSG00000118873    1  220311635  220480796     99      17  691777      -1.4851   -3.1086e-15      -1.4851
ENSG00000224867    1  220593286  220643023     45       7  697100     -0.54796   -3.1086e-15     -0.54796
ENSG00000116141    1  220666568  220847803    102       8  689938    0.0074354    -3.054e-15    0.0074354
ENSG00000162817    1  220828187  220882499     51       8  690735       1.7422   -3.1086e-15       1.7422
ENSG00000117791    1  220886567  220968150     63       7  698206     0.089776   -3.0531e-15     0.089776
ENSG00000186205    1  220925101  220997735     93      15  702353       0.9315   -3.1086e-15       0.9315
ENSG00000136630    1  221016699  221068401     39       7  694639       2.5018   -3.1086e-15       2.5018
ENSG00000143507    1  221864766  221950518     98      18  694536     -0.87409   -3.1086e-15     -0.87409
ENSG00000143512    1  222685602  222756445      1       1  529643      -2.1946   -3.1086e-15      -2.1946
ENSG00000143498    1  222721244  222798275      2       1  609296      -1.9256   -3.1086e-15      -1.9256
ENSG00000154305    1  222756428  222851354      6       2  589696     -0.04597   -3.0531e-15     -0.04597
ENSG00000186063    1  222831355  222921552      3       2  542329     -0.30805   -3.0531e-15     -0.30805
ENSG00000162819    1  222850895  222918538      2       1  556010     0.068477   -3.0531e-15     0.068477
ENSG00000197520    1  222875549  222934147      4       2  589713       1.2799   -3.1086e-15       1.2799
ENSG00000154309    1  222953406  223189337      2       1  517303       3.2471   -3.1086e-15       3.2471
ENSG00000143502    1  223384161  223572544     40       7  673691      -1.0101   -3.1086e-15      -1.0101
ENSG00000178395    1  223531715  223578812     28       4  701723      -2.5463   -3.1086e-15      -2.5463
ENSG00000203697    1  223701349  223888436     98      14  700832      -1.5579   -3.1086e-15      -1.5579
ENSG00000162909    1  223854295  223973720    113      12  699394     -0.60404   -3.1086e-15     -0.60404
ENSG00000143514    1  223957601  224068674     74       8  702965   -0.0042245    -3.054e-15   -0.0042245
ENSG00000269358    1  224205760  224251371     15       3  700368      -1.7182   -3.1086e-15      -1.7182
ENSG00000143756    1  224266789  224359749     77       6  699068      0.55236   -3.1086e-15      0.55236
ENSG00000143753    1  224328458  224391143     39       6  699388       1.2241   -3.1086e-15       1.2241
ENSG00000143748    1  224405036  224553089     70       6  693900       2.4903   -3.1086e-15       2.4903
ENSG00000143771    1  224509552  224577161     42       5  699563       3.9558   -3.1086e-15       3.9558
ENSG00000162923    1  224562845  224659735     63       3  703196       5.2217   -2.6645e-15       5.2217
ENSG00000143786    1  224587362  224938251    373      26  699436       2.4031   -3.1086e-15       2.4031
ENSG00000185842    1  225048964  225596996    393      25  692870     -0.33664   -3.0531e-15     -0.33664
ENSG00000203691    1  225565404  225612040     47       6  698985      0.72112   -3.1086e-15      0.72112
ENSG00000143815    1  225579204  225651627     62       9  698961      0.20829   -3.0531e-15      0.20829
ENSG00000154380    1  225664537  225875844    149      17  700141       1.9143   -3.1086e-15       1.9143
ENSG00000143742    1  225930531  225988168     61      12  695974        2.841   -3.1086e-15        2.841
ENSG00000143819    1  225962794  226043260     60      15  689234      0.47133   -3.0531e-15      0.47133
ENSG00000196187    1  226023237  226105069     48       9  691058      -2.1629   -3.1086e-15      -2.1629
ENSG00000243709    1  226063982  226134082     32       7  692339      -1.8834   -3.1086e-15      -1.8834
ENSG00000255835    1  226064396  226146978     37       9  690518      -1.4494   -3.1086e-15      -1.4494
ENSG00000143811    1  226097578  226146978     13       5  683293     -0.39365   -3.0531e-15     -0.39365
ENSG00000143768    1  226114298  226164189     15       6  680734       1.1161   -3.1086e-15       1.1161
ENSG00000143751    1  226160403  226222032     28       5  694050       1.7209   -3.1086e-15       1.7209
ENSG00000163041    1  226214552  226269702     24       3  702987       1.2061   -3.1086e-15       1.2061
ENSG00000182827    1  226322380  226409431     49       7  698542       1.9911   -3.1086e-15       1.9911
ENSG00000185155    1  226376319  226424755     24       5  697718       1.9214   -3.1086e-15       1.9214
ENSG00000183814    1  226408850  226532570     33       5  696423       1.6017   -3.1086e-15       1.6017
ENSG00000143799    1  226538392  226630780     80       8  690793      -2.7034   -3.1086e-15      -2.7034
ENSG00000203685    1  226701501  226806915    111      21  694836     -0.92137   -3.1086e-15     -0.92137
ENSG00000143772    1  226809391  226962024     99      17  698166       2.2037   -3.1086e-15       2.2037
ENSG00000143801    1  227022885  227093806     39       6  697414       3.4208   -3.1086e-15       3.4208
ENSG00000163050    1  227050237  227185246    104      18  695195       3.8621   -3.1086e-15       3.8621
ENSG00000143776    1  227167566  227541175    553      20  698945       3.9672   -3.1086e-15       3.9672
ENSG00000181450    1  227716244  227875144    116       8  699651       4.4377   -2.6645e-15       4.4377
ENSG00000143740    1  227881240  227978927     47       8  699821       2.9596   -3.1086e-15       2.9596
ENSG00000081692    1  227908126  227958112     29       6  700345       2.9964   -3.1086e-15       2.9964
ENSG00000185888    1  227968394  228044171     56      10  689836       3.0684   -3.1086e-15       3.0684
ENSG00000143816    1  228096357  228170599     28       6  688745       4.8206   -2.6645e-15       4.8206
ENSG00000154342    1  228159752  228258961     54       5  692106       3.4445   -3.1086e-15       3.4445
ENSG00000143761    1  228235361  228296912     21       3  679098       5.4067   -2.6645e-15       5.4067
ENSG00000143793    1  228278427  228328112     15       3  686173       3.7835   -3.1086e-15       3.7835
ENSG00000162910    1  228284380  228332013     12       3  676327       1.8844   -3.1086e-15       1.8844
ENSG00000143774    1  228292663  228346685     16       3  687869       2.1463   -3.1086e-15       2.1463
ENSG00000198835    1  228302553  228357527     14       2  683856        1.705   -3.1086e-15        1.705
ENSG00000181873    1  228318516  228379958     19       3  690422      0.29424   -3.0531e-15      0.29424
ENSG00000203684    1  228341787  228388213     19       3  702800      0.48011   -3.0531e-15      0.48011
ENSG00000154358    1  228360831  228576577    154      12  698350       1.1066   -3.1086e-15       1.1066
ENSG00000162913    1  228381207  228436365     57       4  696262     -0.33891   -3.0531e-15     -0.33891
ENSG00000154370    1  228571374  228629541     25       3  684158      -0.1503   -3.0531e-15      -0.1503
ENSG00000162931    1  228585641  228639562     32       5  678673     -0.31606   -3.0531e-15     -0.31606
ENSG00000168148    1  228602546  228648026     29       5  675162    -0.070221   -3.0531e-15    -0.070221
ENSG00000196890    1  228610808  228656259     30       5  677238    -0.092564   -3.0531e-15    -0.092564
ENSG00000181218    1  228635065  228680560     19       5  675927        2.539   -3.1086e-15        2.539
ENSG00000168159    1  228639762  228693467     33       8  678934       3.4686   -3.1086e-15       3.4686
ENSG00000116574    1  228835824  228892416     27       4  702050       1.3244   -3.1086e-15       1.3244
ENSG00000177800    1  229350383  229397557     55      11  692275       -1.966   -3.1086e-15       -1.966
ENSG00000168118    1  229371822  229451641     53       9  690601      -1.5038   -3.1086e-15      -1.5038
ENSG00000213029    1  229405129  229451248     21       3  688718      -1.4939   -3.1086e-15      -1.4939
ENSG00000154429    1  229446758  229514041     32       6  699444      -2.1664   -3.1086e-15      -2.1664
ENSG00000143632    1  229556992  229604845     22       3  693959      -1.0701   -3.1086e-15      -1.0701
ENSG00000069248    1  229567045  229679103     54       2  702279      -1.7936   -3.1086e-15      -1.7936
ENSG00000135776    1  229642329  229729442     29       4  692666      -1.8016   -3.1086e-15      -1.8016
ENSG00000135801    1  229718858  229796794     35       5  697199       2.5601   -3.1086e-15       2.5601
ENSG00000135763    1  229726981  229805946     48       6  696747       3.1472   -3.1086e-15       3.1472
ENSG00000143641    1  230158536  230427870    242      43  692473      -0.5064   -3.1086e-15      -0.5064
ENSG00000177614    1  230447392  230596475    140      21  695415      -3.4545   -3.1086e-15      -3.4545
ENSG00000135775    1  230743235  230839728    131      26  694730      -2.2378   -3.1086e-15      -2.2378
ENSG00000135744    1  230828269  230885043    133      19  696192      -0.8886   -3.1086e-15      -0.8886
ENSG00000135773    1  230848130  230947749    203      31  697678      -1.0909   -3.1086e-15      -1.0909
ENSG00000119280    1  230962865  231040335     57      12  696106       1.3668   -3.1086e-15       1.3668
ENSG00000143643    1  231031989  231149621    105      11  703770       3.7372   -3.1086e-15       3.7372
ENSG00000173409    1  231079727  231146341     48       8  702287       3.1133   -3.1086e-15       3.1133
ENSG00000182118    1  231144704  231210992     43      14  692770       2.4304   -3.1086e-15       2.4304
ENSG00000119283    1  231262858  231367302     81      16  694491       1.6479   -3.1086e-15       1.6479
ENSG00000116906    1  231341953  231423719     53       8  695024    -0.051639   -3.0531e-15    -0.051639
ENSG00000143633    1  231349509  231411933     42       6  696061     -0.19936   -3.0531e-15     -0.19936
ENSG00000010072    1  231437850  231500769     18       3  699757       -1.755   -3.1086e-15       -1.755
ENSG00000116903    1  231458480  231508598     20       2  702430      -1.5425   -3.1086e-15      -1.5425
ENSG00000135766    1  231489497  231595790     75       4  693193    -0.069773   -3.0531e-15    -0.069773
ENSG00000116918    1  231629399  231712270     34       5  693294  -0.00043611    -3.054e-15  -0.00043611
ENSG00000270106    1  231629399  231964990    260      35  693125      -1.6762   -3.1086e-15      -1.6762
ENSG00000162946    1  231727561  232187018    523      67  693700      -1.9712   -3.1086e-15      -1.9712
ENSG00000116991    1  232523711  232732304    326      28  694384      -3.1877   -3.1086e-15      -3.1877
ENSG00000212916    1  232905643  232956092     38       7  695113       -4.023   -2.6645e-15       -4.023
ENSG00000135778    1  233051351  233129628     41       5  701726       -1.861   -3.1086e-15       -1.861
ENSG00000135749    1  233109181  233466459    297      49  696806      0.36429   -3.0531e-15      0.36429
ENSG00000143674    1  233428514  233530894    112      17  699534      -3.3598   -3.1086e-15      -3.3598
ENSG00000135750    1  233714750  233818258    141      28  686500      -1.1693   -3.1086e-15      -1.1693
ENSG00000183780    1  234005679  234470262    572      63  696420      -3.9509   -3.1086e-15      -3.9509
ENSG00000168275    1  234474202  234529795     34       9  677686      -2.1092   -3.1086e-15      -2.1092
ENSG00000059588    1  234517059  234649849    122      31  691105     -0.13849   -3.0531e-15     -0.13849
ENSG00000168264    1  234730015  234780271     56      12  694604       4.6006   -2.6645e-15       4.6006
ENSG00000173726    1  235262651  235327251      9       3  679454        3.794   -3.1086e-15        3.794
ENSG00000188739    1  235284498  235359772     11       2  697743       3.8192   -3.1086e-15       3.8192
ENSG00000054267    1  235284949  235526534    118       5  699830       4.7439   -2.6645e-15       4.7439
ENSG00000152904    1  235455665  235517847     32       4  700925       3.9345   -3.1086e-15       3.9345
ENSG00000116957    1  235495675  235622283     74      10  687883       3.0693   -3.1086e-15       3.0693
ENSG00000162885    1  235603238  235702781     59       7  697168       4.2609   -2.6645e-15       4.2609
ENSG00000168243    1  235700987  235849054     98      19  689620       1.8634   -3.1086e-15       1.8634
ENSG00000143669    1  235814341  236081940     99       8  700061       0.8685   -3.1086e-15       0.8685
ENSG00000116962    1  236129130  236263462    117      16  693099      -4.1446   -2.6645e-15      -4.1446
ENSG00000077585    1  236270832  236395165    124      20  685872     -0.94379   -3.1086e-15     -0.94379
ENSG00000086619    1  236368855  236480319    141      12  687030      -0.7138   -3.1086e-15      -0.7138
ENSG00000186197    1  236476562  236658214    206      28  686979      -3.2069   -3.1086e-15      -3.2069
ENSG00000116977    1  236646300  236726281     88       8  680623      -1.6021   -3.1086e-15      -1.6021
ENSG00000119285    1  236702305  236802804    177       8  698860      -1.7083   -3.1086e-15      -1.7083
ENSG00000077522    1  236814754  236937931    152      21  691829     -0.72577   -3.1086e-15     -0.72577
ENSG00000116984    1  236923610  237077281    180      14  680303      -3.7864   -3.1086e-15      -3.7864
ENSG00000244020    1  237157403  237202718     51      14  685656      -3.1001   -3.1086e-15      -3.1001
ENSG00000198626    1  237170505  238007288    918     132  689295       -2.219   -3.1086e-15       -2.219
ENSG00000116996    1  238035705  238089094     44       6  696667      -2.4171   -3.1086e-15      -2.4171
ENSG00000270188    1  238097024  238143575     40       6  698698      -1.8584   -3.1086e-15      -1.8584
ENSG00000133019    1  239514865  240088750    472      59  690180      -1.0579   -3.1086e-15      -1.0579
ENSG00000155816    1  240142648  240648489    686      72  697120       1.6406   -3.1086e-15       1.6406
ENSG00000268365    1  240619183  240678504     89      20  677486      -2.9784   -3.1086e-15      -2.9784
ENSG00000180875    1  240642873  240810449    141      40  671940      -0.3979   -3.0531e-15      -0.3979
ENSG00000182901    1  240921554  241555530    700      96  692722      -2.5188   -3.1086e-15      -2.5188
ENSG00000091483    1  241650903  241718061     67      11  688855      -2.3008   -3.1086e-15      -2.3008
ENSG00000117009    1  241660434  241768944     96      19  690098      -2.0979   -3.1086e-15      -2.0979
ENSG00000054277    1  241743404  241875678     84      24  684282      -2.5801   -3.1086e-15      -2.5801
ENSG00000162843    1  241780580  241975435    202      26  698990      -2.6695   -3.1086e-15      -2.6695
ENSG00000203668    1  241782155  241834232     34       8  693542      -2.7273   -3.1086e-15      -2.7273
ENSG00000174371    1  241976269  242068450     90      18  685686      -1.6107   -3.1086e-15      -1.6107
ENSG00000180287    1  242236288  242722998    523      61  695218      -1.9151   -3.1086e-15      -1.9151
ENSG00000143702    1  243277730  243453650     54       6  699729       1.1999   -3.1086e-15       1.1999
ENSG00000269795    1  243353058  243405911     20       4  697593       1.3114   -3.1086e-15       1.3114
ENSG00000054282    1  243384320  243673394    168      18  696012       2.8878   -3.1086e-15       2.8878
ENSG00000117020    1  243641535  244049381    155       9  699669       0.5481   -3.1086e-15       0.5481
ENSG00000179456    1  244179585  244230778     28       9  677731       2.1876   -3.1086e-15       2.1876
ENSG00000268146    1  244192632  244241211     13       5  688119       2.0954   -3.1086e-15       2.0954
ENSG00000173728    1  244480937  244562965    102      20  687527      -1.5283   -3.1086e-15      -1.5283
ENSG00000035687    1  244561796  244650436     77      13  689999        1.188   -3.1086e-15        1.188
ENSG00000179397    1  244582679  244814479    174      22  682691     -0.89815   -3.1086e-15     -0.89815
ENSG00000121644    1  244781237  244882335     78      11  697806      -2.5021   -3.1086e-15      -2.5021
ENSG00000203667    1  244963624  245018359     24       3  685150     -0.51863   -3.1086e-15     -0.51863
ENSG00000153187    1  245004468  245062844     20       4  667500     -0.79073   -3.1086e-15     -0.79073
ENSG00000203666    1  245098007  245300466    152      16  689769      -1.0885   -3.1086e-15      -1.0885
ENSG00000272195    1  245122652  245169390     39       4  693515      -1.1583   -3.1086e-15      -1.1583
ENSG00000162849    1  245283287  245882733    566     100  682915      -2.5855   -3.1086e-15      -2.5855
ENSG00000185420    1  245902642  246705614    865      65  697916     -0.78431   -3.1086e-15     -0.78431
ENSG00000162851    1  246693862  246764626     43       9  690231      -2.5531   -3.1086e-15      -2.5531
ENSG00000162852    1  246694746  246841886    103      17  694995     -0.67905   -3.1086e-15     -0.67905
ENSG00000143653    1  246852349  246941439     71       9  695806      -2.9533   -3.1086e-15      -2.9533
ENSG00000153207    1  246992400  247130280     62       6  701042      -1.1115   -3.1086e-15      -1.1115
ENSG00000197472    1  247098849  247206395     74       9  680748      -2.4019   -3.1086e-15      -2.4019
ENSG00000135747    1  247098849  247277113    132      13  685790      -2.3725   -3.1086e-15      -2.3725
ENSG00000188295    1  247253264  247302674     19       5  694096      -1.3868   -3.1086e-15      -1.3868
ENSG00000221953    1  247263462  247310719     21       5  685833      -1.2802   -3.1086e-15      -1.2802
ENSG00000196418    1  247275277  247370318     91      12  694033      -1.8746   -3.1086e-15      -1.8746
ENSG00000162714    1  247450714  247530148     63       9  690955      0.19549   -3.0531e-15      0.19549
ENSG00000162711    1  247544458  247622410    108      21  694871      -1.6327   -3.1086e-15      -1.6327
ENSG00000177535    1  247604255  247650308    105      12  698654      -2.5678   -3.1086e-15      -2.5678
ENSG00000169224    1  247635360  247750992     58      16  694870      -3.2431   -3.1086e-15      -3.2431
ENSG00000196242    1  247683434  247732141     24       8  692655      -2.8824   -3.1086e-15      -2.8824
ENSG00000177489    1  247716662  247762615     30       9  692450      -3.7091   -3.1086e-15      -3.7091
ENSG00000177476    1  247733856  247779838     32       8  696191      -3.5303   -3.1086e-15      -3.5303
ENSG00000197437    1  247825320  247871365     11       2  677793     -0.78128   -3.1086e-15     -0.78128
ENSG00000169214    1  247865045  247911105     33       5  698065       -1.815   -3.1086e-15       -1.815
ENSG00000153230    1  247866917  247912861     32       4  698056      -1.8671   -3.1086e-15      -1.8671
ENSG00000241128    1  247876401  247922345     30       3  696437      -1.6946   -3.1086e-15      -1.6946
ENSG00000221888    1  247910676  247956982     28       4  681606      -1.3347   -3.1086e-15      -1.3347
ENSG00000196772    1  247968102  248014031     68       8  671216      -2.7115   -3.1086e-15      -2.7115
ENSG00000162722    1  247985501  248051507     94      12  659813      -2.5767   -3.1086e-15      -2.5767
ENSG00000197591    1  247994199  248040254     58       8  667267      -2.7195   -3.1086e-15      -2.7195
ENSG00000238243    1  247996277  248070449     91      17  653685      -1.8005   -3.1086e-15      -1.8005
ENSG00000177462    1  248049320  248095258     69       8  652879      -1.1349   -3.1086e-15      -1.1349
ENSG00000177275    1  248062071  248108057     54       5  662129      -1.3006   -3.1086e-15      -1.3006
ENSG00000196071    1  248065493  248274224    158      18  665415       -2.199   -3.1086e-15       -2.199
ENSG00000196936    1  248077160  248123098     42       4  666103      -1.4412   -3.1086e-15      -1.4412
ENSG00000187080    1  248093535  248139641     42       5  658317     -0.76132   -3.1086e-15     -0.76132
ENSG00000197454    1  248150250  248196188     22       3  675939      -2.6807   -3.1086e-15      -2.6807
ENSG00000203663    1  248166474  248212607     16       2  676882      -3.0755   -3.1086e-15      -3.0755
ENSG00000198128    1  248188984  248234922     18       2  666775      -3.2045   -3.1086e-15      -3.2045
ENSG00000162727    1  248273450  248319388     16       3  673367      -2.2737   -3.1086e-15      -2.2737
ENSG00000198601    1  248308288  248354331     54       5  651891     -0.66876   -3.1086e-15     -0.66876
ENSG00000228198    1  248331332  248377392     71       4  656653     -0.70279   -3.1086e-15     -0.70279
